"code","address","locality","polling.places","voters","county","district"
"12027 ","Daniel Town Hall","Daniel",2,959,"Grand Cape Mount",2
"12026 ","Bendu Public School","Bendu (a)",2,692,"Grand Cape Mount",2
"12025 ","Vonzula Public School","Vonzula",3,1228,"Grand Cape Mount",2
"12019 ","Jenne Brown Public School","Jenne Brown (a)",3,1148,"Grand Cape Mount",2
"12018 ","King Jor Town Hall","King Jor",1,469,"Grand Cape Mount",2
"12039 ","Konja Town Hall","Konja",4,1571,"Grand Cape Mount",2
"12038 ","Mandoe Palava Hut","Mandoe",1,251,"Grand Cape Mount",2
"12047 ","Fahnja Town Hall","Fahnja",2,652,"Grand Cape Mount",3
"12048 ","Bo Waterside Public School","Bo Waterside",4,1946,"Grand Cape Mount",3
"12049 ","Mambo Public School","Mambo Town",3,1046,"Grand Cape Mount",3
"12050 ","Guassay Public School","Gbanga",3,1177,"Grand Cape Mount",3
"12052 ","Maveima Public School","Maveima",2,707,"Grand Cape Mount",3
"12058 ","Weima Town Hall","Weima Town",1,460,"Grand Cape Mount",3
"12062 ","Tallah Administrative Building","Tallah",1,231,"Grand Cape Mount",3
"12046 ","Jenne Wonde Public School","Jenne Wonde",4,1675,"Grand Cape Mount",3
"12008 ","Tiene Public School","Tiene",6,2643,"Grand Cape Mount",3
"12033 ","Kpallan Town Hall","Kpallan",1,209,"Grand Cape Mount",3
"12028 ","Zuanni Town Hall","Zuanni-1",3,1077,"Grand Cape Mount",3
"12024 ","Messima Town Hall","Messima",1,142,"Grand Cape Mount",3
"12011 ","Boloma Gateweh Town Hall","Boloma (gateweh)",2,553,"Grand Cape Mount",3
"12001 ","Goe Town Hall","Goe",2,720,"Grand Cape Mount",3
"12009 ","Diah Town Hall","Diah",3,1349,"Grand Cape Mount",3
"12003 ","Damballa Public School","Damballa",4,1822,"Grand Cape Mount",3
"12004 ","Bendaja Public School","Bendaja (b)",3,1126,"Grand Cape Mount",3
"12034 ","Gondama Town Hall","Gondama",3,1226,"Grand Cape Mount",3
"12010 ","Tahn Mafa Town Hall","Tahn Mafa",2,970,"Grand Cape Mount",3
"15062","Loic Youth Building","Loic Community",6,2619,"Grand Gedeh",1
"15063","Zwedru Multilateral High School","Kudah Bye Pass",4,1745,"Grand Gedeh",1
"15061","Todeyville Calvary Temple A.g. School Todeyville Community","Todeyville Community",3,1393,"Grand Gedeh",1
"15059","Suah Memorial Institute","Suah",4,1894,"Grand Gedeh",1
"15058","Zwedru City Hall","City Hall",5,2237,"Grand Gedeh",1
"15057","N. Nixson Garlon Evangelical High School","Webbo Quarter",5,2215,"Grand Gedeh",1
"15056","Len/sharon Liberia Community School","Zanboe Quarter",4,1826,"Grand Gedeh",1
"15060","Gbagbaaville Elemetary & Junior High School","Gbagbaville",3,1111,"Grand Gedeh",1
"15064","Women/children Rehabilitation Resource Center (wochirrc","Colemen Airfield",3,1087,"Grand Gedeh",1
"15050 ","Wrabo Palava Hut","Wrabo",1,88,"Grand Gedeh",2
"15031 ","Peah Elem. School","Peah",1,157,"Grand Gedeh",2
"15032 ","Pennoken Putu Central High","Pennoken",2,901,"Grand Gedeh",2
"15033 ","Petroken Elem. School","Petroken",3,1388,"Grand Gedeh",2
"15038 ","Kumah Town Public School","Kumah",1,225,"Grand Gedeh",2
"15039 ","Tarloken Elem. & Jr. High School","Tarloken",1,340,"Grand Gedeh",2
"15042 ","Toffoi Town Public School","Toffoi",2,919,"Grand Gedeh",2
"15049 ","Belleh Yallah Palava Hut","Belleh Yallah",4,1622,"Grand Gedeh",2
"15051 ","Konobo Central High School","Ziah",1,396,"Grand Gedeh",2
"15052 ","Ziah Town Hall","Ziah",3,1333,"Grand Gedeh",2
"15053 ","Wulu Elem. School","Wulu",1,248,"Grand Gedeh",2
"15023 ","Beh Town Elem. School","Beh",1,137,"Grand Gedeh",2
"15043 ","Togbayee Elem. School","Togbayee",1,474,"Grand Gedeh",2
"15008 ","Boundary Town Public School","Boundary Town Two",2,667,"Grand Gedeh",2
"15028 ","Karlorwieh Public School","Karlorwieh",3,1326,"Grand Gedeh",2
"15029 ","Gardueh Town Public School","Gardueh",1,293,"Grand Gedeh",2
"15002 ","Sayou-woe Palava Hut","Sayou-woe",2,690,"Grand Gedeh",2
"15005 ","Billibo Public School","Billibo",1,413,"Grand Gedeh",2
"15009 ","Chattan Elem. School","Clotetee",2,654,"Grand Gedeh",2
"15012 ","Nyongbah Public School","Nyongbah",1,303,"Grand Gedeh",2
"15014 ","Flah Palava Hut","Flah",1,170,"Grand Gedeh",2
"15016 ","Pellizon Elem. School","Pellizon",1,283,"Grand Gedeh",2
"15018 ","Geebio Public School","Geebio",2,533,"Grand Gedeh",2
"15021 ","Glay Palava Hut","Glay",2,532,"Grand Gedeh",2
"15022 ","Glaplay Town Public School","Gleplay",1,358,"Grand Gedeh",2
"15025 ","Jarwadee Public School","Jarwadee",2,956,"Grand Gedeh",2
"15003 ","Buway Palava Hut","Buway",1,222,"Grand Gedeh",2
"15001 ","Bargblor Public School","Bargblor",1,281,"Grand Gedeh",3
"15044 ","Tojallah Elem. School","Tojallah",1,254,"Grand Gedeh",3
"15035 ","Pouh Elem. & Jr High School","Pouh",2,731,"Grand Gedeh",3
"15036 ","Janzon Public School","Janzon",3,1318,"Grand Gedeh",3
"15037 ","Sennehwen Elem. School","Sennehwen",2,532,"Grand Gedeh",3
"15040 ","Tian Elem. School","Tian",1,438,"Grand Gedeh",3
"15041 ","Toe Memorial Institute","Toe",4,1545,"Grand Gedeh",3
"15045 ","Gboleken Pub. School","Gboleken",2,657,"Grand Gedeh",3
"15046 ","Garley Town Pub. Sch.","Garley",1,446,"Grand Gedeh",3
"15047 ","Gwein Town Public School","Gwein",1,198,"Grand Gedeh",3
"15048 ","Queboe Public School","Queboe",1,351,"Grand Gedeh",3
"15054 ","Lutheran Elem. School","Zleh",2,565,"Grand Gedeh",3
"15034 ","Polar Public School","Polar",2,736,"Grand Gedeh",3
"15055 ","Borkay High School","Zleh",3,1372,"Grand Gedeh",3
"15010 ","Chayee Public School","Chayee",1,420,"Grand Gedeh",3
"15006 ","Bodee Public School","Bodee",1,174,"Grand Gedeh",3
"15030 ","B'hai Jorzon Public School","B'hai Jorzon",2,603,"Grand Gedeh",3
"15007 ","Boe-geewon Public School","Boe-geewon",1,519,"Grand Gedeh",3
"15011 ","Dayblay Elem. School","Dayblay",1,290,"Grand Gedeh",3
"15013 ","Duogee Marbo Elem. School","Duogee",2,624,"Grand Gedeh",3
"15015 ","Gaye Town Elem. School","Gaye",2,543,"Grand Gedeh",3
"15017 ","Gbarken Elem. School","Gbarken",2,520,"Grand Gedeh",3
"15019 ","Tuzon Public School","Tuzon",1,359,"Grand Gedeh",3
"15020 ","Zai Public School","Zai",5,2438,"Grand Gedeh",3
"15024 ","Pohan Elem. School","Pohan",2,738,"Grand Gedeh",3
"15026 ","Jarwodee Public School","Jarwodee",1,426,"Grand Gedeh",3
"15027 ","Jozon Elem. School","Jozon",1,187,"Grand Gedeh",3
"15004 ","B'hai Tarway Elem. School","B'hai Tarway",2,660,"Grand Gedeh",3
"18020 ","Wedabo Beach Public School","Wedabo Beach",1,202,"Grand Kru",1
"18026 ","Gbatao Jr. High School","Klofueh",2,901,"Grand Kru",1
"18039 ","Denteken Town Hall","Denteken",2,1032,"Grand Kru",1
"18038 ","Jlatwen Public School","Jlatwen",2,830,"Grand Kru",1
"18037 ","Fire Baptist Pentecostal Church","Nemiah (wilsonville)",3,1219,"Grand Kru",1
"18033 ","Fortehkpoh Public School","Fortehkpoh",2,507,"Grand Kru",1
"18028 ","A.e. Hall U.m. Church","Garaway",3,1024,"Grand Kru",1
"18027 ","Blebo Public School","Blebo",2,970,"Grand Kru",1
"18002 ","F.a. Price U.m. Church","Behwan City",3,1352,"Grand Kru",1
"18021 ","Degblahken Public School","Degblahken",2,554,"Grand Kru",1
"18019 ","St. Banabas Catholic Elem. & Jr. High","Gbarken(wedabo)",2,842,"Grand Kru",1
"18018 ","Juduken Public School","Juduken (weteken)",1,480,"Grand Kru",1
"18013 ","Robert Isaac U.m. Church","Genoyah",2,797,"Grand Kru",1
"18012 ","P.g Wolo High School","Grandcess City",2,975,"Grand Kru",1
"18008 ","Newaken Public School","Newaken",3,1272,"Grand Kru",1
"18005 ","Weteken Public School","Weteken",3,1009,"Grand Kru",1
"18025 ","Sobobo Public School","Sobobo",1,151,"Grand Kru",1
"18023 ","Poe Public School","Poe (ducor City)",1,216,"Grand Kru",2
"18024 ","Warkpo Public School","Warkpo(wasswa City)",1,203,"Grand Kru",2
"18029 ","Boluwin Town Hall","Boluwin",1,332,"Grand Kru",2
"18030 ","Nrokwia Public School","Nrokwia",2,992,"Grand Kru",2
"18031 ","Buah Jr. High School","Geetugbaken Community / Gee City",3,1042,"Grand Kru",2
"18032 ","Wropluken Public School","Wropluken",2,513,"Grand Kru",2
"18034 ","Niplaihkpo Public School","Niplaihkpo",1,214,"Grand Kru",2
"18040 ","Barclayville Central High School","Barclayville City",4,1681,"Grand Kru",2
"18022 ","Parluken Public School","Parluken",2,698,"Grand Kru",2
"18036 ","A A Hoff Elem. & Jr. High School","Big Suehn",1,488,"Grand Kru",2
"18035 ","Nifu Public School","Nifu",2,552,"Grand Kru",2
"18004 ","Toe Jelleh Elem. School","Jlateken",2,721,"Grand Kru",2
"18017 ","Sass Town High School","Felokree",3,1013,"Grand Kru",2
"18003 ","Doeswen Public School","Doeswen",1,469,"Grand Kru",2
"18006 ","Betu Public School","Betu City",1,278,"Grand Kru",2
"18007 ","S.s Chea Elem. School","Allawala City",3,1498,"Grand Kru",2
"18009 ","Fleneken Public School","Fleneken",1,506,"Grand Kru",2
"18010 ","Feloken Public School","Henriesville City/feloken",2,764,"Grand Kru",2
"18011 ","Neroh Public School","Neroh",1,267,"Grand Kru",2
"18014 ","Chenwrinken Public School","Chenwrinken",2,641,"Grand Kru",2
"18015 ","Barfoewin Public School","Barforwin",2,553,"Grand Kru",2
"18016 ","Dio Public School","Dio (wappi City)",1,311,"Grand Kru",2
"18001 ","Jarblakpo Public School","Jarblakpo",1,325,"Grand Kru",2
"21026 ","Foya Town Hall","Foya",6,2759,"Lofa",1
"21046 ","Worsongar Public School","Worsongar",6,2907,"Lofa",1
"21003 ","Porluma Town Hall","Porluma",6,2511,"Lofa",1
"21115 ","Yelayaloe Town Hall","Yelayaloe",2,824,"Lofa",1
"21083 ","Sengar Palava Hut","Sengar",4,1661,"Lofa",1
"21070 ","Mendicorma Town Hall","Mendicorma",6,2821,"Lofa",1
"21069 ","Ndama Public School","Ndama",4,1922,"Lofa",1
"21066 ","Solumba Public School","Solumba (a)",5,2090,"Lofa",1
"21047 ","Wahbengu Public School","Wahbengu",2,789,"Lofa",1
"21005 ","Forbayman Public School","Forbayma",3,1169,"Lofa",1
"21027 ","Foya New Market","Foya",5,2256,"Lofa",1
"21025 ","Foya Market Hall","Foya",6,3000,"Lofa",1
"21021 ","Mbenduma Public School","Mbenduma",3,1412,"Lofa",1
"21020 ","Fassapoe (old) Town Hall","Fassapoe",2,573,"Lofa",1
"21012 ","Borliloe Town Hall","Borliloe",3,1051,"Lofa",1
"21028 ","Foyakama Public School","Foyakama",4,1726,"Lofa",1
"21004 ","Bandenin Melimu Town Hall","Bandenin Melimu",2,897,"Lofa",1
"03055 ","Gbai Palava Hut","Gbai",1,231,"Bomi",3
"03016 ","Demeh Palava Hut","Demeh",4,1928,"Bomi",3
"03017 ","Bogbeh Palava Hut","Bogbeh",2,935,"Bomi",3
"03019 ","Bonor Town Palava Hut","Bonor",1,401,"Bomi",3
"03021 ","Jeon School","Folley",1,201,"Bomi",3
"03030 ","Gonjeh Palava Hut","Gonjeh",1,407,"Bomi",3
"03034 ","Jenneh #3 Palava Hut","Jenneh #3",4,1626,"Bomi",3
"03038 ","Gowein Palava Hut","Gowein",1,361,"Bomi",3
"03046 ","Weajor Town Hall","Weajor",2,931,"Bomi",3
"03050 ","Zohnbaimon Palava Hut","Zohnbaimon",1,218,"Bomi",3
"03015 ","Tulaymu Palava Hut","Tulaymu",1,405,"Bomi",3
"03054 ","Big Geveh Palava Hut","Big Geveh",1,322,"Bomi",3
"03020 ","Bowien Town Palava Hut","Bowein",1,424,"Bomi",3
"03056 ","Gbao Palava Hut","Gbao #1",2,568,"Bomi",3
"03057 ","Gbojah Palava Hut","Gbojah",2,855,"Bomi",3
"03058 ","Kpakla Palava Hut","Kpakla",1,476,"Bomi",3
"03059 ","Maloma Palava Hut","Maloma",1,240,"Bomi",3
"03060 ","Mecca Palava Hut","Mecca",2,570,"Bomi",3
"03061 ","Moila Town Hall","Moila",1,432,"Bomi",3
"03062 ","Sonodee Town Hall","Sonodee",1,378,"Bomi",3
"03063 ","Alasala Palava Hut","Alasala",2,904,"Bomi",3
"03064 ","Suehn Town Hall","Suehn",2,880,"Bomi",3
"03065 ","Mulbah Town Hall","Mulbah Town",1,459,"Bomi",3
"03066 ","Zuwah Town Palava Hut","Zuwah Town",1,391,"Bomi",3
"03053 ","Quassia Town Palava Hut","Quassia Town",1,151,"Bomi",3
"03022 ","Dagbweh Town Hall","Dagweh",3,1182,"Bomi",3
"21074 ","Kimbalahun Town Hall","Kimbalahun",2,565,"Lofa",2
"21075 ","Popalahun Public School","Popalahun",4,1839,"Lofa",2
"21096 ","Memolahun Public School","Memolahun",3,1360,"Lofa",2
"21097 ","Seema Public School","Seema",3,1371,"Lofa",2
"21098 ","Fulawahun Palava Hut","Fulawahun Village",4,2005,"Lofa",2
"21100 ","Vahun Town Hall","Vahun",5,2286,"Lofa",2
"21065 ","Fangonda Public School","Fangonda Town",2,784,"Lofa",2
"21113 ","Yassadu Public School","Yassadu",4,1542,"Lofa",2
"21036 ","Fokolahun Public School","Fokolahun",4,1743,"Lofa",2
"21099 ","Jorpowahun Town Hall","Jorpowahun",4,1800,"Lofa",2
"21035 ","Kamatahun Public School","Kamatahun",5,2161,"Lofa",2
"21048 ","Folima Town Hall","Folima",5,2066,"Lofa",2
"21064 ","Lehun-two Public School","Lehun-two",2,723,"Lofa",2
"21029 ","Foya Tengia Town Hall","Foya Tengia",5,2383,"Lofa",2
"21043 ","Kimbaloe Public School","Kimbaloe",3,1155,"Lofa",2
"21049 ","Kamalah Town Hall","Kamalah",4,1603,"Lofa",2
"21051 ","Langbemba Town Hall","Langbemba",4,1676,"Lofa",2
"21052 ","Kpagamai Town Hall","Kpagamai",2,573,"Lofa",2
"21062 ","Porlowu Public School","Porlowu",2,868,"Lofa",2
"21063 ","Masambolahun Public School","Masambolahun",4,2055,"Lofa",2
"21116 ","Zawordamai Public School","Zawordamai",2,799,"Lofa",3
"21086 ","Somalahun Town Hall","Somalahun",3,1136,"Lofa",3
"21078 ","Savalahun Town Hall","Savalahun",2,1011,"Lofa",3
"21072 ","Pasolahun Town Hall","Pasolahun",1,453,"Lofa",3
"21084 ","Kolahun Public School","Kolahun",5,2316,"Lofa",3
"21085 ","Kolahun Town Hall","Kolahun",5,2453,"Lofa",3
"21073 ","Gondorlahun Public School","Gondorlahun",2,787,"Lofa",3
"21093 ","Tawalahun Town Hall","Tawalahun Town",2,983,"Lofa",3
"21094 ","Sammie Public School","Sammie Ta",2,687,"Lofa",3
"21095 ","Tobogizizu Public School","Tobogizizu",3,1362,"Lofa",3
"21112 ","Gelema Town Hall","Gelema",2,594,"Lofa",3
"21117 ","Johny's Town Public School","Johnny's",1,359,"Lofa",3
"21135 ","Ngorkorhun Public School","Ngorkorhun",2,1004,"Lofa",3
"21111 ","Yaselahun Town Hall","Yasselahun",1,396,"Lofa",3
"21013 ","Lukasu Town Hall","Lukasu",3,1266,"Lofa",3
"21079 ","Kamatahum Public School","Kamatahun",2,1003,"Lofa",3
"21014 ","Bondowalahun Town Hall","Bondowalahun # 1",2,781,"Lofa",3
"21015 ","Bowalahun Town Hall","Boawohun",2,983,"Lofa",3
"21016 ","Gilema Town Hall","Gilema",1,460,"Lofa",3
"21019 ","Balahun Public School","Balahun (2)",3,1194,"Lofa",3
"21037 ","Taninahun Public School","Taninahun",3,1197,"Lofa",3
"21050 ","Kpadehmai Town Hall","Kpadehmai Town",3,1107,"Lofa",3
"21068 ","Korworhun Public School","Korworhun",2,689,"Lofa",3
"21055 ","Kpakamai Public School","Kpakamai",1,366,"Lofa",3
"21056 ","Bolahun Public School","Bolahun Town (a)",3,1435,"Lofa",3
"21057 ","Sosomolahun Public School","Sosomoilahun",3,1092,"Lofa",3
"21060 ","Lawalazu Town Hall","Lawalazu",3,1091,"Lofa",3
"21061 ","Lawalazu Public School","Lawalazu",2,860,"Lofa",3
"21067 ","Mbabahun Public School","Mbabahun",2,866,"Lofa",3
"21071 ","Nyandemoilahun Public School","Nyandemoilahun",3,1107,"Lofa",3
"21054 ","Zeayorzu Public School","Zeayorzu Town",1,371,"Lofa",3
"21130 ","Tenebu Town Hall","Tennebu",2,617,"Lofa",4
"21129 ","Karsa Gas Station","Karsa",5,2094,"Lofa",4
"21122 ","John's Town Public School","John's",2,1015,"Lofa",4
"21121 ","Blakpalasu Public School","Balakpalasu",2,828,"Lofa",4
"21131 ","Voinjama F.p. Mission School","Voinjama",4,1584,"Lofa",4
"21108 ","Gbegbedu Public School","Gbegbedu",3,1292,"Lofa",4
"21138 ","Kuluka Town Hall","Kulukar",2,671,"Lofa",4
"21109 ","Kugbemai Public","Kugbemai Town",2,785,"Lofa",4
"21132 ","Lpmc Town Hall","L.p.m.c Camp",2,627,"Lofa",4
"21133 ","Selega Town Hall","Selega",1,404,"Lofa",4
"21134 ","Voinjama Market Hall","Voinjama Market Community",5,2272,"Lofa",4
"21137 ","Kintoma Town Hall","Kintoma Town",4,1668,"Lofa",4
"21139 ","Korwolane Town Hall","Ward Nine",2,728,"Lofa",4
"21104 ","Tussu Public School","Tussu",2,725,"Lofa",4
"21103 ","Kanela Public School","Kanela",2,630,"Lofa",4
"21136 ","Voinjama Catholic School","Voinjama",3,1237,"Lofa",4
"21008 ","Barziwen Public School","Barziwen",3,1016,"Lofa",4
"21006 ","Barkedu Public School","Barkedu",3,1331,"Lofa",4
"21107 ","Marverkonnedu Public School","Marverkonnedu",1,365,"Lofa",4
"21007 ","Barkedu Town Hall","Barkedu",3,1505,"Lofa",4
"21102 ","Korlela Public School","Korlela",2,672,"Lofa",4
"21017 ","Dayzabah Public School","Dayzabah",1,384,"Lofa",4
"21018 ","David Selma-ta Public School","David Selma-ta",2,961,"Lofa",4
"21038 ","Karzah Public School","Karzah Town",2,509,"Lofa",4
"21039 ","Wobeyammai Town Hall","Wobeyammai",1,307,"Lofa",4
"21040 ","Bazagizia, Public School","Bazagizia",2,844,"Lofa",4
"21041 ","Betejama Public School","Betejama",2,628,"Lofa",4
"21101 ","Vezala Public School","Vezala",2,958,"Lofa",4
"21045 ","Luyeama Public School","Luyeama",2,754,"Lofa",4
"21080 ","Sarkonedu Public School","Sarkonedu",3,1112,"Lofa",4
"21081 ","Sarkonedu Public School","Sarkonedu",2,831,"Lofa",4
"21082 ","Kondadu Public School","Kondadu",2,988,"Lofa",4
"21088 ","Samodu Public School","Samodu",2,811,"Lofa",4
"21089 ","Jarmulor Public School","Jarmulor",1,483,"Lofa",4
"21044 ","Konia Public School","Konia",6,2500,"Lofa",4
"21031 ","Bayan Town Hall","Beyan",2,834,"Lofa",5
"21110 ","Wuomai Public School","Wuomai",2,634,"Lofa",5
"21106 ","Warkesu Public School","Warkesu",2,557,"Lofa",5
"21105 ","Lobobah Town Hall","Lobobah Town",1,256,"Lofa",5
"21092 ","Yarpuah Public School","Yarpuah",3,1030,"Lofa",5
"21114 ","Yeala Public School","Yeala",3,1003,"Lofa",5
"21090 ","Tailemai Public School","Tailemai",2,642,"Lofa",5
"21124 ","Zolowu Public School","Zolowu",3,1066,"Lofa",5
"21091 ","Gbanway Public School","Gbanway",2,533,"Lofa",5
"21118 ","Zelemai Public School","Zelemai",3,1357,"Lofa",5
"21119 ","Wozi Public School","Wozi",1,286,"Lofa",5
"21128 ","Zorzor Market Hall","Zorzor",4,1885,"Lofa",5
"21123 ","Zolowu Town Hall","Zolowu",2,878,"Lofa",5
"21125 ","Zorzor Central High","Zorzor",2,676,"Lofa",5
"21126 ","Zorzor Central High","Zorzor",2,939,"Lofa",5
"21127 ","Zorzor Luthren School","Zorzor",2,609,"Lofa",5
"21087 ","Sucromupublic School","Sucromu",3,1088,"Lofa",5
"21120 ","Ziggida Public School","Ziggida",3,1117,"Lofa",5
"21011 ","Borkeza Market Hall","Borkeza",3,1200,"Lofa",5
"21033 ","Gorlu Public School","Gorlu",4,1625,"Lofa",5
"21077 ","Tinsue Public School","Tinsue",1,438,"Lofa",5
"21002 ","Baloma Public School","Baloma",2,629,"Lofa",5
"21010 ","Borkeza Public School","Borkeza",2,724,"Lofa",5
"21022 ","Fassawalazu Public School","Fassawalazu",1,437,"Lofa",5
"21023 ","Fissibu Town Hall","Fiissebu",3,1500,"Lofa",5
"21024 ","Fissibu Sumokota School Building","Fiissebu",2,685,"Lofa",5
"21030 ","Ganglota Public School","Ganglota",2,960,"Lofa",5
"21032 ","Kpayarkolleh Public School","Jammy Kpayarkolleh Village",2,888,"Lofa",5
"21034 ","Gbonyea Public School","Gboyea",2,658,"Lofa",5
"21042 ","Kilewu Public School","Kilewu",2,907,"Lofa",5
"21076 ","Salayea Public School","Salayea",5,2436,"Lofa",5
"21053 ","Kpaiyea Public School","Kpaiyea",3,1344,"Lofa",5
"21058 ","Kpassagizia Public School","Kpassagizia",2,850,"Lofa",5
"21059 ","Gbakoita Town Hall","Gbakoita",1,247,"Lofa",5
"21001 ","Balagwalazu Public School","Balagwalazu",1,388,"Lofa",5
"21009 ","Bodah Town Hall","Bodah",1,353,"Lofa",5
"24109 ","Henry Town Palava Hut","Henny Town",1,489,"Margibi",1
"24102 ","Lloydsville Public School","Lloydsville / Zeechugb",1,150,"Margibi",1
"24103 ","Scheiffelin Commissioner's Office","Scheiffelin",3,1113,"Margibi",1
"24104 ","J.p. Mitchell School","Scheiffelin",3,1454,"Margibi",1
"24105 ","Dwazon Public School","Dwazon",6,2946,"Margibi",1
"24106 ","Rock Institute School","Rock Church Community",6,2499,"Margibi",1
"24108 ","Marshall City Hall","Central Marshall",2,667,"Margibi",1
"24132 ","Zeeworh Palava Hut","Zeeworh Town",3,1031,"Margibi",1
"24070 ","Foe-day Town School","Foe-day",2,989,"Margibi",1
"24034 ","Garmaymu Town Palava Hut","Garmaymu",2,624,"Margibi",1
"24107 ","Kpakpacon Palava Hut","Kpakpacon",1,359,"Margibi",1
"24020 ","Division 6 Front Office","Division 6 Front",2,871,"Margibi",1
"24050 ","Zeor Palava Hut","Zeor",2,848,"Margibi",1
"24059 ","Joezohn Palava Hut","Joezohn - Loongaye",2,525,"Margibi",1
"24019 ","Division 16 Long Camp Office","Division 16 Long Camp",5,2235,"Margibi",1
"24021 ","Monclay Palava Hut","Monclay",2,931,"Margibi",1
"24026 ","Duside Village Office","Duside Village",4,1984,"Margibi",1
"24030 ","Division 9 Old Camp School","Division 9 Old Camp",3,1204,"Margibi",1
"24031 ","Browne Town Palava Hut","Browne Town",2,739,"Margibi",1
"24033 ","Division 11 Office","Division 11",2,960,"Margibi",1
"24036 ","Mambah Civil Compound Palava Hut","Mambah Civil Compound",3,1110,"Margibi",1
"24018 ","Prince Wallace Estate Hall","Prince Wallace Estate",2,690,"Margibi",1
"24100 ","Charlesville Public School","Charlesville",2,716,"Margibi",2
"24093 ","Children Hope Community School","Unification Town",4,1635,"Margibi",2
"24087 ","Harbel Grove Palava Hut","Harbel Grove",3,1145,"Margibi",2
"24090 ","Cotton Tree Palava Hut","Cotton Tree, Harbel",3,1203,"Margibi",2
"24091 ","R I A Terminal","R I A Community",2,601,"Margibi",2
"24092 ","R.s. Caulfield School","Unification Town",2,980,"Margibi",2
"24094 ","Joe Blow Town Palava Hut","Y.m.c.a",2,648,"Margibi",2
"24095 ","Clipper Camp1","Clipper Camp Community",2,627,"Margibi",2
"24096 ","Clipper Camp 2","Clipper Camp Community",3,1178,"Margibi",2
"24097 ","Dolo Town Community School","Dolo Town",4,1612,"Margibi",2
"24099 ","Peter Town Jr. High School","Peter Town",2,733,"Margibi",2
"24101 ","Exchem Compound","Exchem Compound",1,333,"Margibi",2
"24098 ","Mother Of Jesus Christ Catholic School","Trouble Town",5,2174,"Margibi",2
"24074 ","Cotton Tree Community School","Cotton Tree Community",4,1774,"Margibi",2
"24088 ","Harbel Field House","Harbel Field House",2,815,"Margibi",2
"24075 ","Hydro Community School","Hydro Community",1,275,"Margibi",2
"24077 ","Bethel World Outreach Church","Bethel World Outreach",2,553,"Margibi",2
"24078 ","Divison 45 Offshore","Divison 45 Offshore",4,1650,"Margibi",2
"24079 ","Divison 45 Dennisville Palava Hut","Divison 45 Dennisville",3,1012,"Margibi",2
"24080 ","Divison 44 Walker School","Divison 44",3,1378,"Margibi",2
"24082 ","Barclay's Farm School","Barclay's Farm",2,986,"Margibi",2
"24083 ","Harbel Multilateral Community School","Harbel Multilateral Community",3,1137,"Margibi",2
"24084 ","Poinea Palava Hut","Poinea",1,114,"Margibi",2
"24085 ","Divison 44 Pinco Camp Palava Hut","Divison 44 Pinco Camp",1,357,"Margibi",2
"24086 ","Harbel Garden School","Harbel Garden",3,1373,"Margibi",2
"24081 ","Central Cotton Tree Gas Station","Central Cotton Tree",3,1131,"Margibi",2
"24089 ","Division 42 Suger Hill Office","Division 42 Suger Hill",1,435,"Margibi",2
"24131 ","26 Gate Community School","26 Gate Community",2,536,"Margibi",3
"24120 ","Federation Of Transport Union","Central Kakata",3,1024,"Margibi",3
"24121 ","Brich-mcnutt School","Buzzy Quarter",2,864,"Margibi",3
"24122 ","E.j. Yancy School","14 Road Community",3,1310,"Margibi",3
"24125 ","St. Augustine School","Police Station Community",6,2646,"Margibi",3
"24126 ","Dominique Hena School","New Kakata",3,1451,"Margibi",3
"24127 ","Asaru Isamic School","Vai Town",3,1231,"Margibi",3
"24128 ","Mission For Today School","New Kakata",3,1023,"Margibi",3
