"code","address","locality","polling.places","voters","county","district"
"33056 ","Gbeinfeela Public School","Gbeinfela",1,375,"Nimba",2
"33062 ","Gboa Gbalasonnoh Public School","Gboa Gbalasonnoh",2,938,"Nimba",2
"33063 ","Davoryee Public School","Davoryee",2,715,"Nimba",2
"33070 ","Gbeisella Public School","Ganta",2,817,"Nimba",2
"33089 ","Kpayelepula Public School","Kpayelepula",2,694,"Nimba",2
"33100 ","Tiapa Public School","Tiapa",2,636,"Nimba",2
"33124 ","Mao Public School","Mao",2,670,"Nimba",2
"33053 ","Duo Gbeah Public School","Duo Gbeah",2,897,"Nimba",2
"33018 ","Duo Boe Public School","Duo Boe",2,522,"Nimba",2
"33012 ","Beintonwin Public School","Beintonwin",2,738,"Nimba",3
"33134 ","Old Yekepa Vtc","Old Yekepa",1,423,"Nimba",3
"33135 ","Old Yekepa Area P Market","Old Yekepa",3,1182,"Nimba",3
"33136 ","New Yekepa Public School","New Yekepa",2,723,"Nimba",3
"33137 ","Earl Williams High School","Old Yekepa",2,706,"Nimba",3
"33164 ","Randy Godfray Jr. High School","Camp 4",2,524,"Nimba",3
"33187 ","Yeaplay Pub. School","Yeaplay",2,749,"Nimba",3
"33189 ","Younlay Public School","Younlay",3,1352,"Nimba",3
"33194 ","Loguatuo Public School","Loguatuo",3,1236,"Nimba",3
"33207 ","Zualay Public School","Zualay",3,1086,"Nimba",3
"33133 ","Old Yekepa Lass High School","Old Yekepa",2,790,"Nimba",3
"33103 ","Kenlay # 1 Public School","Kenlay # 1",2,580,"Nimba",3
"33206 ","Zorgowee Public School","Zorgowee",4,1813,"Nimba",3
"33091 ","Guagortuo Public School","Guagortuo",3,1483,"Nimba",3
"33035 ","Duoplay Public School","Duoplay",4,1935,"Nimba",3
"33118 ","Manbor Public School","Manbor",3,1025,"Nimba",3
"33021 ","Bonla Public School","Bonla",2,631,"Nimba",3
"33121 ","Lugbeyee Public School","Lugbeyee",3,1034,"Nimba",3
"33047 ","Gbapa Public School","Gbapa",3,1202,"Nimba",3
"33064 ","Gbondin Public School","Gbondin",3,1035,"Nimba",3
"33097 ","Karnplay City Mayor Office","Karnplay",2,956,"Nimba",3
"33098 ","Karn High School","Karnplay",3,1187,"Nimba",3
"33099 ","Karnplay Market","Karnplay",5,2048,"Nimba",3
"33116 ","Larpea # 1 Public School","Larpea # 1",3,1092,"Nimba",3
"33057 ","Gbeleyee Public School","Gbeleyee",2,674,"Nimba",3
"33213 ","Zuoplay Public School","Zuoplay",3,1350,"Nimba",4
"33143 ","Rlantuo Public School","Rlantuo",2,555,"Nimba",4
"33106 ","Kpair High School","Kpairplay",3,1067,"Nimba",4
"33122 ","Mahdiaplay Public School","Mahdiaplay #1",2,921,"Nimba",4
"33105 ","Kpaglay Public School","Kpaglay",2,621,"Nimba",4
"33144 ","Rlekporlay Public School","Rlekporlay",2,781,"Nimba",4
"33157 ","Senlay Public School","Senlay",3,1089,"Nimba",4
"33158 ","Siaplay Old Town Public School","Siaplay Old Town",2,846,"Nimba",4
"33179 ","Wehplay Public School","Wehplay",3,1100,"Nimba",4
"33119 ","Ghanaglay Public School","Ghanaglay",3,1121,"Nimba",4
"33104 ","Korsein Public School","Korsein",2,962,"Nimba",4
"33177 ","Vayenglay Public School","Vayenglay",3,1145,"Nimba",4
"33019 ","Bongarplay Public School","Bongarplay",4,1621,"Nimba",4
"33102 ","Lowlay Public School","Lowlay",2,638,"Nimba",4
"33142 ","Payee Palava Hut","Payee",2,639,"Nimba",4
"33010 ","Behplay Public School","Behplay",2,793,"Nimba",4
"33026 ","Dehvon Public School","Dehvon",1,481,"Nimba",4
"33033 ","Yoolar Public School","Sroh - Yoolar",3,1100,"Nimba",4
"33042 ","Garplay Public School","Garplay",4,1563,"Nimba",4
"33054 ","Gbei Bonnah Public School","Gbei Bonnah",2,961,"Nimba",4
"33055 ","Gbei Vonwea Old Clinic","Gbei Vonwea",3,1460,"Nimba",4
"33059 ","Gblanlay Public School","Gblanlay",2,745,"Nimba",4
"33065 ","Gbonwea (old Town) Public School","Gbonwea (old Town)",2,983,"Nimba",4
"33067 ","Beo-yoolar Public School","Beo-yoolar",2,927,"Nimba",4
"33068 ","Gborplay Public School","Gborplay",1,379,"Nimba",4
"33006 ","Baylehglay Public School","Baylehglay",3,1396,"Nimba",4
"33031 ","Dinplay Public School","Dinplay",4,1546,"Nimba",5
"33088 ","Gomahplay Public School","Gomahplay",3,1380,"Nimba",5
"33208 ","Zuaplay Public School","Zuaplay",2,761,"Nimba",5
"33166 ","Tiaplay Public School","Tiaplay",2,986,"Nimba",5
"33165 ","Teahplay Public School","Teahplay",2,933,"Nimba",5
"33160 ","Tanwea Public School","Tanwea",2,667,"Nimba",5
"33140 ","Nyarlay Public School","Nyarlay",3,1374,"Nimba",5
"33139 ","Lepula Public School","Lepula",3,1329,"Nimba",5
"33007 ","Beadatuo Public School","Beadatuo",4,1611,"Nimba",5
"33046 ","Gbanwea Public School","Gbanwea",3,1241,"Nimba",5
"33209 ","Gbloulay Public School","Gbloulay",3,1488,"Nimba",5
"33030 ","Frolay Public School","Frolay",4,1549,"Nimba",5
"33027 ","Butuo Public School","Butuo",4,1538,"Nimba",5
"33025 ","Buutuo Public School","Nyor Buutuo",4,1827,"Nimba",5
"33015 ","Blemieplay Public School","Blemieplay",3,1359,"Nimba",5
"33013 ","Glarlay Public School","Glarlay",4,1545,"Nimba",5
"33009 ","Beeplay Public School","Beeplay",3,1378,"Nimba",5
"33083 ","Glarlay Public School","Glarlay New Town",4,1693,"Nimba",5
"33125 ","Zuatuo Public School","Zuatuo",4,1520,"Nimba",6
"33153 ","Sarlay Public School","Sarlay",3,1109,"Nimba",6
"33161 ","Tappita Public Works Yard","Tappita",3,1258,"Nimba",6
"33162 ","Tappita Memorial School","Tappita",5,2198,"Nimba",6
"33163 ","Tappita Civil Compound","Tappita",6,3006,"Nimba",6
"33171 ","Toweh Public School","Toweh",4,1758,"Nimba",6
"33176 ","Vahnplay Public School","Vahnplay",2,700,"Nimba",6
"33191 ","Old Yourpea Public School","Old Yourpea",2,757,"Nimba",6
"33117 ","Lauplay Public School","Lauplay",4,1590,"Nimba",6
"33190 ","New Yourpea Public School","New Yourpea",2,838,"Nimba",6
"33008 ","Beatuo Public School","Beatuo",2,790,"Nimba",6
"33101 ","Kaylay Public School","Kaylay",1,454,"Nimba",6
"33061 ","Gblor Dialah Public School","Gblor Dialah",3,1406,"Nimba",6
"33049 ","Gbarplay Public School","Gbarplay",2,875,"Nimba",6
"33048 ","Greanpea Public School","Greanpea",2,812,"Nimba",6
"33044 ","Behwalay Public School","Behwalay",2,858,"Nimba",6
"33043 ","Zodru Public School","Zodru",2,863,"Nimba",6
"33036 ","Kpiablee Public School","Kpiablee",2,801,"Nimba",6
"33034 ","Dubuzon Public School","Dubuzon",1,459,"Nimba",6
"33115 ","Kwipea Public School","Kwipea",1,462,"Nimba",6
"33020 ","Bonglay Public School","Bonglay",3,1501,"Nimba",6
"33120 ","Loyee Public School","Loyee",3,1014,"Nimba",7
"33138 ","Kpowin Public School","Kpowin",2,575,"Nimba",7
"33150 ","Saclepea S.d. Palava Hut","Saclepea",4,1666,"Nimba",7
"33151 ","Saclepea Johnny Voka School","Saclepea",5,2342,"Nimba",7
"33152 ","Saclepea Civil Compound","Saclepea",7,2985,"Nimba",7
"33172 ","Bleevalay Public School","Bleevalay",1,407,"Nimba",7
"33173 ","Troupoe Palava Hut","Troupoe",2,990,"Nimba",7
"33196 ","Zayglay Public School","Zayglay",2,907,"Nimba",7
"33205 ","Zontuo S.d.a. School","Zontuo",2,905,"Nimba",7
"33202 ","Duowin Palava Hut","Duowin",4,1515,"Nimba",7
"33001 ","Waymon Jr. High School","Bahn",4,1545,"Nimba",7
"33123 ","Mehnpa Public School","Mehnpa",2,733,"Nimba",7
"33002 ","Bahn High School","Bahn",3,1105,"Nimba",7
"33003 ","Karyea Palava Hut","Bahn",4,1771,"Nimba",7
"33011 ","Behyepea Public School","Behyepea",2,869,"Nimba",7
"33023 ","Buanplay Public School","Buanplay",2,675,"Nimba",7
"33045 ","Gbanquoi Public School","Gbanquoi",3,1189,"Nimba",7
"33058 ","Gblah Public School","Gblah",3,1370,"Nimba",7
"33092 ","Guawin Palava Hut","Guawin",2,834,"Nimba",7
"33108 ","Kpaytuo Public School","Kpaytuo",4,1654,"Nimba",7
"33037 ","Garwonpa Public School","Garwonpa",3,1023,"Nimba",7
"33127 ","Miaplay Bonnah Public School","Miaplay Bonnah",4,1548,"Nimba",7
"33186 ","Yarsonnoh Public School","Yarsonnoh",2,741,"Nimba",8
"33110 ","Kpein Public School","Kpein",5,2134,"Nimba",8
"33141 ","Duayee Public School","Duayee",4,1554,"Nimba",8
"33159 ","Sokpa Palava Hut","Sokopa",1,506,"Nimba",8
"33168 ","Galaypa Public School","Galaypa",1,462,"Nimba",8
"33170 ","Duo Public School","Duo",4,2017,"Nimba",8
"33175 ","Beipa Palava Hut","Beipa",4,1533,"Nimba",8
"33181 ","Kpoahpa Public School","Kpoahpa",2,887,"Nimba",8
"33107 ","Kpallah Public School","Kpallah",4,1870,"Nimba",8
"33109 ","Buttein Public School","Buttein",2,896,"Nimba",8
"33180 ","Gbahn Public School","Gbahn",2,798,"Nimba",8
"33005 ","Banlah Public School","Banlah",3,1019,"Nimba",8
"33111 ","Venpa Public School","Venpa",2,662,"Nimba",8
"33004 ","Banakpallah Public School","Banakpallah",2,1000,"Nimba",8
"33096 ","Karnwee Public School","Karnwee",3,1302,"Nimba",8
"33014 ","Sehwee Palava Hut","Sehwee",2,991,"Nimba",8
"33016 ","Zahnboie Public School","Zahnboie",2,770,"Nimba",8
"33024 ","Bunadin Public School","Bunadin",4,1507,"Nimba",8
"33038 ","Flumpa Public School","Flumpa",5,2051,"Nimba",8
"33050 ","Cocopa Camp Four School","Cocopa Camp 4",2,899,"Nimba",8
"33051 ","Cocopa Camp One School","Cocopa Camp I",2,997,"Nimba",8
"33060 ","Zao Public School","Zao",3,1374,"Nimba",8
"33082 ","Gipo Public School","Gipo",3,1377,"Nimba",8
"33039 ","Gounla Public School","Gounla",1,501,"Nimba",8
"06065 ","Jorwah Public School","Jorwah",2,869,"Bong",4
"06077 ","Laryea Public School","Laryea",2,543,"Bong",4
"06086 ","Shankpowai Palava Hut","Shankpowai I",2,711,"Bong",4
"06088 ","Nyansue Palava Hut","Nyansue Two",2,534,"Bong",4
"06092 ","Kollie-tapalava Hut","Kollie-ta",2,660,"Bong",4
"06102 ","Shankpallai Public School","Shankpallai",3,1100,"Bong",4
"06034 ","Feetuah Palava Hut","Feetuah",1,361,"Bong",4
"06129 ","Yowee Public School","Yowee",2,844,"Bong",4
"06130 ","Mbelequah Palava Hut","Mbelequah",2,565,"Bong",4
"06093 ","Pelelei Public School","Pelelei",2,629,"Bong",4
"06018 ","Foequelleh Public School","Foequelleh",5,2448,"Bong",4
"06049 ","Gbonota Clinic","Gbonota",5,2196,"Bong",4
"06004 ","Belefanai Adm. Building","Belefanai",4,1835,"Bong",4
"06060 ","Gou Palava Hut","Gou Ii",2,656,"Bong",4
"06015 ","Farvey Public School","Farvey",2,925,"Bong",4
"06064 ","Paye -ta Public School","Paye -ta",2,550,"Bong",4
"06019 ","Gahnmue Public School","Gahnmue",4,1769,"Bong",4
"06031 ","Naama Public School","Naama",3,1146,"Bong",4
"06032 ","Gbansue Sulonmah Public School","Gbansue Sulonmah",3,1030,"Bong",4
"06033 ","Gbalatuah Public School","Gbalatuah",3,1406,"Bong",4
"06039 ","Gbarnga Siaquelleh Public School","Gbarnga Siaquelleh",3,1462,"Bong",4
"06008 ","Bellemu Public School","Bellemu",4,1533,"Bong",4
"33211 ","Doumpa Palava Hut","Doumpa",2,671,"Nimba",9
"33178 ","Zeonghen Public School","Zeonghen",3,1284,"Nimba",9
"33184 ","Wontoe Public School","Wontoe",1,312,"Nimba",9
"33192 ","Dahnpa Palava Hut","Dahnpa",2,728,"Nimba",9
"33193 ","Zahnzaye Public School","Zahnzaye",3,1027,"Nimba",9
"33195 ","Kidka Palava Hut","Kidka",1,213,"Nimba",9
"33197 ","Camp One Town Public School","Camp One Town",2,505,"Nimba",9
"33198 ","Freeman Public School","Freeman",1,378,"Nimba",9
"33214 ","Zuotuo Public School","Zuotuo",2,516,"Nimba",9
"33201 ","Ziah Old Palava Hut","Ziah Old",4,1519,"Nimba",9
"33212 ","Zuolay Chief Compound","Zuolay",4,1567,"Nimba",9
"33200 ","Zekepa Public School","Zekepa",2,989,"Nimba",9
"33174 ","Troyah Public School","Troyah",1,96,"Nimba",9
"33199 ","Karyee Public School","Karyee",2,847,"Nimba",9
"33086 ","Boyee Palava Hut","Boyee",2,772,"Nimba",9
"33066 ","Dorgbor Town Public School","Dorgbor",1,396,"Nimba",9
"33084 ","Glehyee Zorpea Palava Hut","Glehyee Zorpea",3,1243,"Nimba",9
"33131 ","Tiah Public School","Tiah",1,289,"Nimba",9
"33210 ","Zuaplay Public School","Zuaplay",2,985,"Nimba",9
"33085 ","Ganwee Palava Hut","Ganwee",2,772,"Nimba",9
"33087 ","Goekorpa Public School","Goekorpa",1,456,"Nimba",9
"33090 ","Graie Public School","Graie Township",4,1606,"Nimba",9
"33093 ","Bein Glahn Public School","Bein Glahn",1,529,"Nimba",9
"33130 ","Glahn's Town Public School","Glahn",1,466,"Nimba",9
"33095 ","Wright Town's Public School","Wright's Town",1,168,"Nimba",9
"33129 ","Nebornwen Palava Hut","Yillay",1,283,"Nimba",9
"33112 ","Plehyee Palava Hut","Sendin Plehyee",2,633,"Nimba",9
"33126 ","Mehnla Palava Hut","Mehnla",4,1721,"Nimba",9
"33113 ","Kpowin Public School","Kpoowin",2,647,"Nimba",9
"33114 ","Kwendin Palava Hut","Kwendin",3,1403,"Nimba",9
"33094 ","Guotoin Public School","Guotoin",2,978,"Nimba",9
"42018 ","Nyonken Town Hall","Nyonken",4,1538,"River Gee",1
"42029 ","Krakree Public School","Krakree",1,488,"River Gee",1
"42026 ","Torroeken Town Hall","Torroken",1,73,"River Gee",1
"42012 ","J.j. Geleplay Elem. School","Kanweaken",7,3364,"River Gee",1
"42022 ","Tiah Memorial Academy","Putuken",3,1114,"River Gee",1
"42013 ","Waplo Memorial Institute","Killepo Kanweakea",3,1405,"River Gee",1
"42001 ","Cherboken Public School","Cheboken",2,829,"River Gee",1
"42003 ","Dweaken Town Hall","Dweaken",2,798,"River Gee",1
"42024 ","Saywonken Town Hall","Saywonken",1,407,"River Gee",1
"42021 ","Pronoken A.g. Church","Pronoken",3,1057,"River Gee",2
"42005 ","Geeken Public School","Geeken",1,451,"River Gee",2
"42031 ","Fish Town Demonstration School","Fish Town City",7,3195,"River Gee",2
"42023 ","Lutheran Elem. School","Jayproken",1,386,"River Gee",2
"42019 ","Paroken Public School","Paroken",2,670,"River Gee",2
"42015 ","Konken Town Hall","Konken #1",1,257,"River Gee",2
"42011 ","Joquiken A.g. Church","Joquiken",3,1384,"River Gee",2
"42008 ","Jarkaken Public School","Jarkaken",3,1390,"River Gee",2
"42020 ","Juwelbo Public School","Juwelbo",1,352,"River Gee",2
"42010 ","Jaytoken Public School","Jaytoken",1,515,"River Gee",2
"42004 ","Chea Cheapo Elementry School","Old Yassaken Town",2,894,"River Gee",3
"42007 ","Gbaweleken Market Hall","Gbaweleken",3,1372,"River Gee",3
"42009 ","Taryaken Town Hall","Taryaken",2,601,"River Gee",3
"42014 ","Yobloken Town Hall","Yobloken",1,149,"River Gee",3
"42016 ","Freetown Palava Hut","Free Town",2,695,"River Gee",3
"42017 ","Tom Wah Jr. High School","Sarbo Sweaken Town",3,1126,"River Gee",3
"42025 ","Tarwarken Public School","Tarwarken",1,465,"River Gee",3
"42027 ","Paaken Public School","Paaken",2,538,"River Gee",3
"42030 ","Youbor Palava Hut","Youbor",1,432,"River Gee",3
"42002 ","Webbo Teacher Training Institute","Kronoken City",5,2314,"River Gee",3
"42006 ","Yargbeken Public School","Yargbeken",2,660,"River Gee",3
"42028 ","Tuobo Sweaken Town Hall","Toubo Sweaken",1,482,"River Gee",3
"36037 ","Zammie Palava Hut","Zammie",3,1046,"Rivercess",1
"36018 ","Zoryeah Palava Hut","Zoryeah",2,630,"Rivercess",1
"36001 ","Bahn Town Palava Hut","Bahn Town",2,622,"Rivercess",1
"36002 ","Bannie Town Palava Hut","Bannie Town",1,347,"Rivercess",1
"36003 ","Gblor Church","Gblor Town",1,105,"Rivercess",1
"36004 ","Bluen Palava Hut","Bluen Town",1,423,"Rivercess",1
"36005 ","Bodowhea Palava Hut","Bodowhea Toen",3,1408,"Rivercess",1
"36006 ","Kangbo Town Church","Kangbo Town",2,558,"Rivercess",1
"36007 ","Suakon Dehbor Palava Hut","Suakon Debbor",1,360,"Rivercess",1
"36009 ","Neezoin School Building","Neezoin Town",2,850,"Rivercess",1
"36039 ","Gborwuzohn Palava Hut","Gborwuzohn",2,958,"Rivercess",1
"36014 ","Gbehwronkon Palava Hut","Gbehwronkon",1,410,"Rivercess",1
"36040 ","Boe Palava Hut","Boe",1,438,"Rivercess",1
"36020 ","Gleozohn Palava Hut","Gleozohn",2,544,"Rivercess",1
"36022 ","Gorgor Church","Gorgor Town",1,459,"Rivercess",1
"36023 ","Gozohn Church","Gozohn Town",2,632,"Rivercess",1
"36025 ","Bogeezay Town Hall","Bogeezay Town",3,1004,"Rivercess",1
"36027 ","Nagbo Town Palava Hut","Nagbo",2,772,"Rivercess",1
"36032 ","Saywheowor Town Church","Saywheowor",2,545,"Rivercess",1
"36035 ","Goezohn Palava Hut","Goezohn",2,992,"Rivercess",1
"36036 ","Yolo Palava Hut","Yolo",1,270,"Rivercess",1
"36038 ","Karchhukon Palava Hut","Karchhukon",1,474,"Rivercess",1
"36010 ","Garpue Palava Hut","Garpue Town",2,526,"Rivercess",1
"36029 ","Neegba Town Palava Hut","Neegba",2,508,"Rivercess",2
"36028 ","Farh Palava Hut","Farh",1,331,"Rivercess",2
"36011 ","Little Liberia School Building","Little Liberia Village",3,1473,"Rivercess",2
"36012 ","Yarpa's Town Hall","Yarpa's Town",5,2143,"Rivercess",2
"36013 ","Gesay Judu Palava Hut","Gesay Judu",1,494,"Rivercess",2
"36016 ","Iti Town Hall","Iti",2,961,"Rivercess",2
"36019 ","Charlie School Building","Charlie",1,439,"Rivercess",2
"36021 ","Quitoe Town Church","Quitoe",2,539,"Rivercess",2
"36008 ","Klabga Palava Hut","Klaygbe",2,642,"Rivercess",2
"36026 ","Dunn Town Palava Hut","Dunn Town",1,425,"Rivercess",2
"36015 ","Dangrongbor Church","Dangron Gbor Town",1,195,"Rivercess",2
"36030 ","Solo Gold Camp Palava Hut","Solo Gold Camp",1,154,"Rivercess",2
"36033 ","Borbor Palava Hut","Borbor",2,506,"Rivercess",2
"36034 ","Garyeazohn Palava Hut","Garyeazohn",1,390,"Rivercess",2
"36041 ","Cestos High School","Cestos",4,1865,"Rivercess",2
"36042 ","Darsaw Public School","Darsaw",3,1269,"Rivercess",2
"36031 ","Ceyea Town Palava Hut","Ceyea",2,767,"Rivercess",2
"36024 ","Voin Palava Hut","Voin Town",2,509,"Rivercess",2
"36017 ","Gborseo School Building","Gborseo",2,586,"Rivercess",2
"39024 ","Deijilla Public School","Dejila",2,641,"Sinoe",1
"39064 ","Harrison Grigsby Methodist High School","Geeklor",5,2476,"Sinoe",1
"39063 ","Seebeh Jr. High School","Seebeh",3,1355,"Sinoe",1
"39061 ","Lower Murrayville Elem. School","Chea's Town",1,384,"Sinoe",1
"39001 ","Richard Kantah Jr. High School","Bannah",1,472,"Sinoe",1
"39062 ","Greenville Administrative Building","Down Town",4,1918,"Sinoe",1
"39005 ","Butaw Compound Administrative Buliding","Butaw Compound",1,306,"Sinoe",1
"39040 ","Palotroken Palava Hut","Palatroken",2,774,"Sinoe",1
"39023 ","Tubmanville Clinic","Tubmanville Mission",3,1120,"Sinoe",1
"39025 ","Klaniadae Palava Hut","Klaniadae",1,306,"Sinoe",1
"39029 ","Grisby Farm Public School","Grisby Farm",2,508,"Sinoe",1
"39033 ","Menwah Palava Hut","Memwah",1,343,"Sinoe",1
"39060 ","Lexington Jr. High School","Lexington",1,424,"Sinoe",1
"39059 ","Sinoe Multilateral High School","Farmersville",2,826,"Sinoe",1
"39057 ","Wessay Town Palava Hut","Wessay Town",1,215,"Sinoe",1
"39051 ","Blaoh Palava Hut","Blaoh",1,332,"Sinoe",1
"39041 ","Wolee Jr. High School","Panama",2,599,"Sinoe",1
"39021 ","Kabada Adm. Building","Kabada",2,522,"Sinoe",1
"39011 ","Karquekpo Palava Hut","Karquekpo",3,1072,"Sinoe",2
"39022 ","Kajaliken Public School","Kajaliken",1,350,"Sinoe",2
"39037 ","Saygbeken Public School","Saygbeken",2,1004,"Sinoe",2
"39042 ","Kwiatuo Juaryen Palava Hut","Kwiatuo Juaryen",1,411,"Sinoe",2
"39047 ","Sethum Juaryen Public School","Sethum Juaryen",1,480,"Sinoe",2
"39049 ","Setta Kru Palava Hut","Setta Kru",2,542,"Sinoe",2
"39054 ","Jarpuken Public School","Jarpuken",1,433,"Sinoe",2
"39034 ","Nana Kru Palava Hut","Nana Kru",2,563,"Sinoe",2
"39031 ","Titiyen Public School","Tityyen Village",1,262,"Sinoe",2
"39002 ","Kunwiah Palava Hut","Kunwiah",1,494,"Sinoe",2
"39030 ","Diyankpo Palava Hut","Diyankpo",3,1022,"Sinoe",2
"39006 ","Tuzonburg Public School","Tuzon",2,630,"Sinoe",2
"39019 ","Gmagmakpo Palava Hut","Gmagmakpo",1,484,"Sinoe",2
"39017 ","Old Government Camp Palava Hut","Old Government Camp-neeteah",4,1916,"Sinoe",2
"39016 ","Gbarteken Public School","Gbarteken",1,224,"Sinoe",2
"39014 ","Joplokpo Palava Hut","Joplokpo",2,728,"Sinoe",2
"39013 ","Ducor Free Public School","Ducor Free",2,593,"Sinoe",2
"39012 ","Doodwicken Public School","Doodwicken",2,631,"Sinoe",2
"39036 ","Kwitatuzon Palava Hut","Kwitatuson",1,381,"Sinoe",2
"39044 ","Quoih - Duo Palava Hut","Quoih - Duo",1,38,"Sinoe",3
"39032 ","Tugbaville Administrative Building","Tugbaville Town",2,757,"Sinoe",3
"39003 ","Kallor Town Palava Hut","Kallor Town",1,210,"Sinoe",3
"39004 ","Judu Town Public School","Judu Town",1,313,"Sinoe",3
"39007 ","Ceeter Palava Hut","Ceeter Town",1,338,"Sinoe",3
"39008 ","Chebioh Palava Hut","Chebioh",1,213,"Sinoe",3
"39009 ","Bilibokree Administrative Building","Bilibokree Town",3,1259,"Sinoe",3
"39010 ","Pelloken Palava Hut","Pelloken",1,274,"Sinoe",3
"39015 ","Camp-2 Palava Hut","Najor /camp-2",1,403,"Sinoe",3
"39018 ","Boe Smaljilla Public School","Boe Smaljilla",1,235,"Sinoe",3
"39020 ","Voogbadee Public School","Voogbadee",2,714,"Sinoe",3
"39026 ","Gboyee Town Palava Hut","Gboyee",1,345,"Sinoe",3
"39046 ","Kingston Weagbah Elem. & Jr. High School","Oneway",1,301,"Sinoe",3
"39028 ","Korjayee No. 2 Palava Hut","Korjayee #2",1,152,"Sinoe",3
"39058 ","Tournata Palava Hut","Tournatatown",1,402,"Sinoe",3
"39035 ","Jacksonville Kulu Elem. & Jr. High School","Jacksonville",1,470,"Sinoe",3
"39038 ","Nyennfueh Market","Nyennfueh",2,527,"Sinoe",3
"39039 ","Old Pyne Adm. Building","Pyne Town/ Old",3,1190,"Sinoe",3
"39043 ","Plandialebo High School","Plandialebo",2,507,"Sinoe",3
"39045 ","Jalay Town Palava Hut","Jalay Town",1,427,"Sinoe",3
"39048 ","Sargbah Town Public School","Sargbah",1,214,"Sinoe",3
"39050 ","Kulu Public Elem. & Jr. High School","Sonoah",1,113,"Sinoe",3
"39052 ","Tarlow Town Hall","Unification Town/tarlow",1,270,"Sinoe",3
"39053 ","Karmo Palava Hut","Karmo",2,649,"Sinoe",3
"39055 ","Tanneh Wiah Town Public School","Tanneh Wiah Town",1,387,"Sinoe",3
"39056 ","Gbazon Palava Hut","Gbazon",2,764,"Sinoe",3
"39027 ","Baffu Camp Palava Hut","Baffu Camp",2,683,"Sinoe",3
"06101 ","Phebe Community","Phebe Hospital Compound",3,1424,"Bong",5
"06013 ","Gleannasiasue Palava Hut","Gleannasiasue",3,1054,"Bong",5
"06016 ","Juah Mannah Elem. School","Fenutoli",2,717,"Bong",5
"06022 ","Garyea Public School","Garyea Ii",3,1204,"Bong",5
"06041 ","David Fajue School","Gbartala",4,1721,"Bong",5
"06056 ","Ganla Town Hall","Ganla Town",1,436,"Bong",5
"06114 ","Glenkormah Palava Hut","Glenkormah Town",2,970,"Bong",5
"06108 ","Flomo Wannah Elem. School","Suakoko",4,1673,"Bong",5
"06107 ","Suakoko Center High","Suakoko",4,1654,"Bong",5
"06106 ","Suakoko Center High","Suakoko",1,353,"Bong",5
"06105 ","G.w. Gibson School","Sinyea",3,1213,"Bong",5
"06104 ","Cuttington University","Cuttington Compound",2,533,"Bong",5
"06091 ","Palala Palava Hut","Palala",1,404,"Bong",5
"06100 ","Sergeant Kollie Town Market","Sergeant Kollie Town",5,2018,"Bong",5
"06023 ","Dweayeapolu Palava Hut","Dowayeapolu",1,191,"Bong",5
"06055 ","Gokai Public School","Gokai Town",2,826,"Bong",5
"06054 ","Gwenimah Methodist School","Gwenimah Town",2,705,"Bong",5
"06053 ","Guermue Public School","Guermue Town",2,739,"Bong",5
"06044 ","Taylor-ta Palava Hut","Taylor-ta",3,1399,"Bong",5
"06042 ","David Fajue School","Gbartala",4,1704,"Bong",5
"06040 ","Tumata Palava Hut","Tumata",2,587,"Bong",5
"06103 ","Balamah Town Hall","Balamah I",3,1137,"Bong",5
"06043 ","Voloblai Palava Hut","Voloblah",2,826,"Bong",5
"06111 ","Garney Public School","Garney I",1,395,"Bong",6
"06024 ","Land Mines Action Building","Tumutu",2,678,"Bong",6
"06025 ","Salala Clinic","Salala",3,1409,"Bong",6
"06026 ","Martha Tubman School","Salala",3,1371,"Bong",6
"06048 ","Gbondoi Public School","Gbondoi Town",3,1186,"Bong",6
"06057 ","Quelleme Toto Elem. School","Maimue Town",3,1456,"Bong",6
"06058 ","Moipa-ta Public School","Moipa-ta",2,992,"Bong",6
"06059 ","Velehyn Public School","Velehyn",2,778,"Bong",6
"06072 ","Loma -ta Lutheran School","Loma",2,933,"Bong",6
"06073 ","Kpakolokoyah Public School","Kpakolokoyah",4,1756,"Bong",6
"06017 ","Flehla Public School","Flehla",6,2525,"Bong",6
"06099 ","Sawyea Polu Palava Hut","Sawyea Polu Town",2,550,"Bong",6
"06027 ","Teaslay Mission","Teaslay Mission",2,706,"Bong",6
"06113 ","Tokpaipolu Public School","Tokpaipolu Town",2,736,"Bong",6
"06115 ","E.j. Yancy High School","Totota",4,1760,"Bong",6
"06116 ","St. .john Lutheran School","Totota",3,1347,"Bong",6
"06117 ","Upper Room High School","Totota",2,875,"Bong",6
"06118 ","New Totota Community School","Mulbah Farm",2,972,"Bong",6
"06124 ","Yaniquelleh Public School","Yaniquelleh",2,759,"Bong",6
"06125 ","San-ta Public School","San-ta",1,408,"Bong",6
"06132 ","Zeansue Public School","Zeansue I",4,1951,"Bong",6
"06133 ","Kokila Palava Hut","Kokila",3,1217,"Bong",6
"06079 ","Leilei Public School","Leilei",1,255,"Bong",6
"06050 ","Gborkornemah Public School","Gborkornemah",3,1331,"Bong",6
