"FARHAT, David M. (FDP) ","","","",3 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",1 ,"TEH, SR., Daniel Butty (LP) ","","","","","",41
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",19 ,"",Valid Votes: ,"","","","",316
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",55 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",18 ,"",Invalid Votes: ,"","","","",12
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",12 ,"",Total Votes: ,"","","","",328
"KIEH, JR., George Klay (NDM) ","","","",2 ,"MORLEE, Nathan Victor (CDC) ","",14,"","","","","","",""
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",41,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SLOBERT, SR., Anthony W.C. (UP) ","",128,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",5 ,"VINTON, Regina Saytue (CDC) ","",22,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"WESSEH, Conmany B. (UP) ","",28,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"WILLIAMS, Nathaniel J. (LDP) ","",13,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"",Valid Votes: ,581,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",26 ,"",Invalid Ballots: ,3,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",8 ,"",Valid Votes + Invalid Ballots: ,584,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",2,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",5,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",16,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",144,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",325,"","","","","","","","","",""
"",Invalid Votes: ,"","",4,"","","","","","","","","",""
"",Total Votes: ,"","",329,"","","","","","","","","",""
Precinct: 42001 ,Polling Place: ,4 ,"","","","","",Total: 543 ,Age 18-27: 45.1% ,Age 48-57: ,"","",7.6%,""
"Public School , KANWEAKEN, River Gee ","","","","","","","",Males: 50.3% Females: 49.7% ,Age 28-37: 26.0% Age 38-47: 14.2% ,Age 58-67: Age 68+: ,"","",4.6%2.6%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 2","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",5 ,"CHEA, Christian Snorteh (LP) ","",18 ,"CHEA, Johnson Toe (UP) ","","","","","",150
"BRUMSKINE, Charles Walker (LP) ","","","",22 ,"CHEAPOO, SR., Chea  (UDA) ","",9 ,"FORPOH, JR., George Tee (COTOL) ","","","","","",150
"CONNEH, Sekou Damate (PRODEM) ","","","",5 ,"CHERUE, Frederick Doe (COTOL) ","",253 ,"SEAH, Elijah Flahn (APD) ","","","","","",15
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DALMEIDA, Clara A. (LP) ","",13 ,"SWEN, Curtis Chenekan (FAPL) ","","","","","",3
"FARHAT, David M. (FDP) ","","","",2 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",2 ,"TEH, SR., Daniel Butty (LP) ","","","","","",34
"JALLAH, Armah Zolu (NPL) ","","","",2 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",33 ,"",Valid Votes: ,"","","","",352
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",76 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",24 ,"",Invalid Votes: ,"","","","",11
