"MORLU, John Sembe (UDA) ","","","",1 ,"WUOR, Emma Kou (COTOL) ","",16,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"YUAN, SR., Harry Targehn (UP) ","",0,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",51 ,"",Valid Votes: ,359,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1 ,"",Invalid Ballots: ,9,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,368,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",10,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",11,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",253,"","","","","","","","","",""
"",Invalid Votes: ,"","",16,"","","","","","","","","",""
"",Total Votes: ,"","",269,"","","","","","","","","",""
Precinct: 33069 ,Polling Place: ,1 ,"","","","","",Total: 472 ,Age 18-27: 38.3% ,Age 48-57: ,"","",10.0%,""
"Zahuzayee Palava Hut, Zahuzayee, Nimba ","","","","","","","",Males: 50.4% Females: 49.6% ,Age 28-37: 20.3% Age 38-47: 16.3% ,Age 58-67: Age 68+: ,"","",5.1%10.0%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 5","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",1 ,"FLINDOR, Jackson Saye (CDC) ","","","","","",2
"BRUMSKINE, Charles Walker (LP) ","","","",13 ,"DOGOLEA, Mary Siaway (RULP) ","",4 ,"JABATEH, Madenyen Nouh (UP) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",2 ,"JACOBS, David Logbae (NDPL) ","","","","","",2
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",19 ,"JOHNSON, David Madean (COTOL) ","","","","","",435
"FARHAT, David M. (FDP) ","","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",13 ,"MEHNPAINE, S. Reginald Zunleh (NPP) ","","","","","",2
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",108 ,"YOUNQUOI, Larry Payetozay (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",33 ,"KROMAH, Ansumana Fassu (UDA) ","",3 ,"",Valid Votes: ,"","","","",442
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",2 ,"",Invalid Votes: ,"","","","",7
"KIEH, JR., George Klay (NDM) ","","","",0 ,"LUO, Harrison Dologbean (NPP) ","",253 ,"",Total Votes: ,"","","","",449
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"MANTEIN, Nyah  (UP) ","",337,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"MYERS, Prince B. (NPP) ","",17,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"NOAH, Mac Sonkarley (LP) ","",2,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",12 ,"SENNEH, Peter S. T. (NDPL) ","",1,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WUOR, Emma Kou (COTOL) ","",6,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"YUAN, SR., Harry Targehn (UP) ","",4,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",314 ,"",Valid Votes: ,772,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",2 ,"",Invalid Ballots: ,14,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,786,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",7,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",10,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",393,"","","","","","","","","",""
"",Invalid Votes: ,"","",9,"","","","","","","","","",""
"",Total Votes: ,"","",402,"","","","","","","","","",""
Precinct: 33069 ,Polling Place: ,2 ,"","","","","",Total: 496 ,Age 18-27: 37.1% ,Age 48-57: ,"","",9.1%,""
"Zahuzayee Palava Hut, Zahuzayee, Nimba ","","","","","","","",Males: 47.6% Females: 52.4% ,Age 28-37: 25.2% Age 38-47: 15.1% ,Age 58-67: Age 68+: ,"","",4.0%9.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 5","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",0 ,"FLINDOR, Jackson Saye (CDC) ","","","","","",1
"BRUMSKINE, Charles Walker (LP) ","","","",7 ,"DOGOLEA, Mary Siaway (RULP) ","",1 ,"JABATEH, Madenyen Nouh (UP) ","","","","","",0
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",1 ,"JACOBS, David Logbae (NDPL) ","","","","","",3
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",21 ,"JOHNSON, David Madean (COTOL) ","","","","","",419
"FARHAT, David M. (FDP) ","","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",6 ,"MEHNPAINE, S. Reginald Zunleh (NPP) ","","","","","",4
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",26 ,"YOUNQUOI, Larry Payetozay (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",10 ,"KROMAH, Ansumana Fassu (UDA) ","",0 ,"",Valid Votes: ,"","","","",428
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",4 ,"",Invalid Votes: ,"","","","",3
"KIEH, JR., George Klay (NDM) ","","","",0 ,"LUO, Harrison Dologbean (NPP) ","",357 ,"",Total Votes: ,"","","","",431
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"MANTEIN, Nyah  (UP) ","",378,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"MYERS, Prince B. (NPP) ","",10,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"NOAH, Mac Sonkarley (LP) ","",2,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",10 ,"SENNEH, Peter S. T. (NDPL) ","",0,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WUOR, Emma Kou (COTOL) ","",9,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",3,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",373 ,"",Valid Votes: ,818,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Invalid Ballots: ,5,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,823,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",5,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",15,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",423,"","","","","","","","","",""
"",Invalid Votes: ,"","",8,"","","","","","","","","",""
"",Total Votes: ,"","",431,"","","","","","","","","",""
Precinct: 33070 ,Polling Place: ,1 ,"","","","","",Total: 558 ,Age 18-27: 41.0% ,Age 48-57: ,"","",10.0%,""
"Boyee Palava Hut, Boyee, Nimba ","","","","","","","",Males: 48.7% Females: 51.3% ,Age 28-37: 20.6% Age 38-47: 14.3% ,Age 58-67: Age 68+: ,"","",4.3%9.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 5","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"BARTUAH, Benedict Zuah (UDA) ","",4 ,"FLINDOR, Jackson Saye (CDC) ","","","","","",5
"BRUMSKINE, Charles Walker (LP) ","","","",9 ,"DOGOLEA, Mary Siaway (RULP) ","",11 ,"JABATEH, Madenyen Nouh (UP) ","","","","","",3
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",10 ,"JACOBS, David Logbae (NDPL) ","","","","","",10
"DIVINE, SR., Samuel Raymond (Ind) ","","","",2 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",133 ,"JOHNSON, David Madean (COTOL) ","","","","","",362
"FARHAT, David M. (FDP) ","","","",1 ,"JOHNSON, Prince Yormie (Ind) ","",24 ,"MEHNPAINE, S. Reginald Zunleh (NPP) ","","","","","",7
"JALLAH, Armah Zolu (NPL) ","","","",2 ,"KOAH, Evans Vaye (Ind) ","",16 ,"YOUNQUOI, Larry Payetozay (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",12 ,"KROMAH, Ansumana Fassu (UDA) ","",8 ,"",Valid Votes: ,"","","","",388
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"KRUAH, SR., Cooper W. (APD) ","",26 ,"",Invalid Votes: ,"","","","",70
"KIEH, JR., George Klay (NDM) ","","","",1 ,"LUO, Harrison Dologbean (NPP) ","",55 ,"",Total Votes: ,"","","","",458
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"MANTEIN, Nyah  (UP) ","",218,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"MYERS, Prince B. (NPP) ","",26,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"NOAH, Mac Sonkarley (LP) ","",6,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",17 ,"SENNEH, Peter S. T. (NDPL) ","",10,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",2 ,"WUOR, Emma Kou (COTOL) ","",66,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",4 ,"YUAN, SR., Harry Targehn (UP) ","",103,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",245 ,"",Valid Votes: ,716,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",4 ,"",Invalid Ballots: ,62,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,778,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",6,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",5,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",93,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",411,"","","","","","","","","",""
"",Invalid Votes: ,"","",47,"","","","","","","","","",""
"",Total Votes: ,"","",458,"","","","","","","","","",""
Precinct: 33071 ,Polling Place: ,1 ,"","","","","",Total: 421 ,Age 18-27: 42.0% ,Age 48-57: ,"","",8.6%,""
"Goekorpa Palava Hut, Goekorpa, Nimba ","","","","","","","",Males: 49.4% Females: 50.6% ,Age 28-37: 18.8% Age 38-47: 12.6% ,Age 58-67: Age 68+: ,"","",4.8%13.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 5","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BARTUAH, Benedict Zuah (UDA) ","",4 ,"FLINDOR, Jackson Saye (CDC) ","","","","","",8
"BRUMSKINE, Charles Walker (LP) ","","","",9 ,"DOGOLEA, Mary Siaway (RULP) ","",3 ,"JABATEH, Madenyen Nouh (UP) ","","","","","",4
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",8 ,"JACOBS, David Logbae (NDPL) ","","","","","",7
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",71 ,"JOHNSON, David Madean (COTOL) ","","","","","",252
"FARHAT, David M. (FDP) ","","","",1 ,"JOHNSON, Prince Yormie (Ind) ","",34 ,"MEHNPAINE, S. Reginald Zunleh (NPP) ","","","","","",11
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",34 ,"YOUNQUOI, Larry Payetozay (LP) ","","","","","",11
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",9 ,"KROMAH, Ansumana Fassu (UDA) ","",8 ,"",Valid Votes: ,"","","","",293
"KIADII, George Momodu (NATVIPOL) ","","","",3 ,"KRUAH, SR., Cooper W. (APD) ","",15 ,"",Invalid Votes: ,"","","","",20
"KIEH, JR., George Klay (NDM) ","","","",3 ,"LUO, Harrison Dologbean (NPP) ","",9 ,"",Total Votes: ,"","","","",313
"KORTO, Joseph D. Z. (LERP) ","","","",3 ,"MANTEIN, Nyah  (UP) ","",79,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",4 ,"MYERS, Prince B. (NPP) ","",13,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"NOAH, Mac Sonkarley (LP) ","",10,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",2 ,"SENNEH, Peter S. T. (NDPL) ","",3,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",4 ,"WUOR, Emma Kou (COTOL) ","",47,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",2 ,"YUAN, SR., Harry Targehn (UP) ","",117,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",180 ,"",Valid Votes: ,455,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",2 ,"",Invalid Ballots: ,22,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,477,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",7,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",55,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",4,"","","","","","","","","",""
"",Valid Votes: ,"","",291,"","","","","","","","","",""
"",Invalid Votes: ,"","",22,"","","","","","","","","",""
"",Total Votes: ,"","",313,"","","","","","","","","",""
Precinct: 33072 ,Polling Place: ,1 ,"","","","","",Total: 542 ,Age 18-27: 40.8% ,Age 48-57: ,"","",9.6%,""
"Kw endin Palava Hut, Kw endin, Nimba ","","","","","","","",Males: 54.8% Females: 45.2% ,Age 28-37: 23.1% Age 38-47: 13.5% ,Age 58-67: Age 68+: ,"","",5.4%7.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 5","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",5 ,"BARTUAH, Benedict Zuah (UDA) ","",9 ,"FLINDOR, Jackson Saye (CDC) ","","","","","",13
"BRUMSKINE, Charles Walker (LP) ","","","",86 ,"DOGOLEA, Mary Siaway (RULP) ","",17 ,"JABATEH, Madenyen Nouh (UP) ","","","","","",41
"CONNEH, Sekou Damate (PRODEM) ","","","",4 ,"DOKIE, Josephus Saye (LP) ","",51 ,"JACOBS, David Logbae (NDPL) ","","","","","",44
"DIVINE, SR., Samuel Raymond (Ind) ","","","",3 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",116 ,"JOHNSON, David Madean (COTOL) ","","","","","",167
"FARHAT, David M. (FDP) ","","","",7 ,"JOHNSON, Prince Yormie (Ind) ","",96 ,"MEHNPAINE, S. Reginald Zunleh (NPP) ","","","","","",19
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",37 ,"YOUNQUOI, Larry Payetozay (LP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",72 ,"KROMAH, Ansumana Fassu (UDA) ","",8 ,"",Valid Votes: ,"","","","",292
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",30 ,"",Invalid Votes: ,"","","","",11
"KIEH, JR., George Klay (NDM) ","","","",0 ,"LUO, Harrison Dologbean (NPP) ","",43 ,"",Total Votes: ,"","","","",303
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"MANTEIN, Nyah  (UP) ","",78,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"MYERS, Prince B. (NPP) ","",30,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"NOAH, Mac Sonkarley (LP) ","",18,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",7 ,"SENNEH, Peter S. T. (NDPL) ","",9,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",4 ,"WUOR, Emma Kou (COTOL) ","",41,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"YUAN, SR., Harry Targehn (UP) ","",64,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",116 ,"",Valid Votes: ,647,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Invalid Ballots: ,5,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,652,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",12,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",69,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",390,"","","","","","","","","",""
"",Invalid Votes: ,"","",13,"","","","","","","","","",""
"",Total Votes: ,"","",403,"","","","","","","","","",""
Precinct: 33072 ,Polling Place: ,2 ,"","","","","",Total: 545 ,Age 18-27: 42.6% ,Age 48-57: ,"","",8.8%,""
"Kw endin Palava Hut, Kw endin, Nimba ","","","","","","","",Males: 45.7% Females: 54.3% ,Age 28-37: 22.8% Age 38-47: 13.2% ,Age 58-67: Age 68+: ,"","",4.4%8.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 5","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",4 ,"FLINDOR, Jackson Saye (CDC) ","","","","","",5
"BRUMSKINE, Charles Walker (LP) ","","","",91 ,"DOGOLEA, Mary Siaway (RULP) ","",13 ,"JABATEH, Madenyen Nouh (UP) ","","","","","",54
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",19 ,"JACOBS, David Logbae (NDPL) ","","","","","",43
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",103 ,"JOHNSON, David Madean (COTOL) ","","","","","",280
"FARHAT, David M. (FDP) ","","","",1 ,"JOHNSON, Prince Yormie (Ind) ","",116 ,"MEHNPAINE, S. Reginald Zunleh (NPP) ","","","","","",20
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",36 ,"YOUNQUOI, Larry Payetozay (LP) ","","","","","",6
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",92 ,"KROMAH, Ansumana Fassu (UDA) ","",6 ,"",Valid Votes: ,"","","","",408
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"KRUAH, SR., Cooper W. (APD) ","",10 ,"",Invalid Votes: ,"","","","",0
"KIEH, JR., George Klay (NDM) ","","","",0 ,"LUO, Harrison Dologbean (NPP) ","",84 ,"",Total Votes: ,"","","","",408
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"MANTEIN, Nyah  (UP) ","",113,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"MYERS, Prince B. (NPP) ","",29,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"NOAH, Mac Sonkarley (LP) ","",14,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",8 ,"SENNEH, Peter S. T. (NDPL) ","",4,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WUOR, Emma Kou (COTOL) ","",49,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",139,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",109 ,"",Valid Votes: ,739,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",3 ,"",Invalid Ballots: ,1,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,740,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",13,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",84,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",405,"","","","","","","","","",""
"",Invalid Votes: ,"","",0,"","","","","","","","","",""
"",Total Votes: ,"","",405,"","","","","","","","","",""
Precinct: 33501 ,Polling Place: ,1 ,"","","","","",Total: 343 ,Age 18-27: 25.4% ,Age 48-57: ,"","",7.6%,""
"Gbeleyee Public School, Gbeleyee, Nimba ","","","","","","","",Males: 44.0% Females: 56.0% ,Age 28-37: 33.2% Age 38-47: 23.9% ,Age 58-67: Age 68+: ,"","",5.8%4.1%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 1","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",6 ,"DOUSAYE, Alexander Saye (NRP) ","","","","","",2
"BRUMSKINE, Charles Walker (LP) ","","","",6 ,"DOGOLEA, Mary Siaway (RULP) ","",0 ,"KABA, Mamadee K. (CDC) ","","","","","",6
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",79 ,"KARWAY, Francis Luogon (UP) ","","","","","",5
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",86 ,"SUAH, Thomas Quewon (NPP) ","","","","","",148
"FARHAT, David M. (FDP) ","","","",0 ,"JOHNSON, Prince Yormie (Ind) ","",40 ,"TOKPA, Joseph Larkpor (NDM) ","","","","","",35
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"KOAH, Evans Vaye (Ind) ","",19 ,"TOKPAH, I, Prince O. S. (LP) ","","","","","",8
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",1 ,"KROMAH, Ansumana Fassu (UDA) ","",4 ,"TORLON, Joseph Dolo (COTOL) ","","","","","",5
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"KRUAH, SR., Cooper W. (APD) ","",4 ,"WEANQUOI, George Flumo (LERP) ","","","","","",11
"KIEH, JR., George Klay (NDM) ","","","",4 ,"LUO, Harrison Dologbean (NPP) ","",155 ,"",Valid Votes: ,"","","","",220
"KORTO, Joseph D. Z. (LERP) ","","","",202 ,"MANTEIN, Nyah  (UP) ","",5 ,"",Invalid Votes: ,"","","","",10
"KPOTO, Robert Momo (ULD) ","","","",1 ,"MYERS, Prince B. (NPP) ","",14 ,"",Total Votes: ,"","","","",230
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"NOAH, Mac Sonkarley (LP) ","",3,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"SENNEH, Peter S. T. (NDPL) ","",0,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WUOR, Emma Kou (COTOL) ","",3,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"YUAN, SR., Harry Targehn (UP) ","",1,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",2 ,"",Valid Votes: ,419,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Invalid Ballots: ,5,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,424,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",2,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",219,"","","","","","","","","",""
"",Invalid Votes: ,"","",12,"","","","","","","","","",""
"",Total Votes: ,"","",231,"","","","","","","","","",""
Precinct: 33501 ,Polling Place: ,2 ,"","","","","",Total: 361 ,Age 18-27: 31.3% ,Age 48-57: ,"","",10.2%,""
"Gbeleyee Public School, Gbeleyee, Nimba ","","","","","","","",Males: 47.4% Females: 52.6% ,Age 28-37: 29.1% Age 38-47: 19.1% ,Age 58-67: Age 68+: ,"","",5.5%4.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Nimba ,"","","Nimba, Electoral District 1","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",0 ,"BARTUAH, Benedict Zuah (UDA) ","",1 ,"DOUSAYE, Alexander Saye (NRP) ","","","","","",4
"BRUMSKINE, Charles Walker (LP) ","","","",4 ,"DOGOLEA, Mary Siaway (RULP) ","",2 ,"KABA, Mamadee K. (CDC) ","","","","","",1
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DOKIE, Josephus Saye (LP) ","",123 ,"KARWAY, Francis Luogon (UP) ","","","","","",3
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLO, Saye-Taayor Adolphus (COTOL) ","",71 ,"SUAH, Thomas Quewon (NPP) ","","","","","",192
