"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,"Invalid Ballots: ",47,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,4,,"Valid Votes + Invalid Ballots: ",608,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,258,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,11,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,304,,,,,,,,,,,
,"Invalid Votes: ",,60,,,,,,,,,,,
,"Total Votes: ",,364,,,,,,,,,,,
"Precinct: 06004 ","Polling Place: ",2,,,,,"Total: 499 ","Age 18-27: 29.3% ","Age 48-57: ",,,"8.4%",,
"Garuw oquelleh Palava Hut, Garuw oquelleh, Bong ",,,,,,,"Males: 45.7% Females: 54.3% ","Age 28-37: 31.5% Age 38-47: 17.0% ","Age 58-67: Age 68+: ",,,"7.2%6.6%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Bong ",,,"Bong, Electoral District 3",,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"CORNORMIA, SR., Joseph N. (COTOL) ",,13,"BONDO, G. Samuel K.S. (LP) ",,,,,,117,
"BRUMSKINE, Charles Walker (LP) ",,,2,"DAVIES, Olive Quita (CDC) ",,2,"CLINTON, Joseph Orendor (UP) ",,,,,,61,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"DOLO, Othello F. (PRODEM) ",,9,"COOPER, Viola Nyamah (COTOL) ",,,,,,132,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,279,"DENNIS, Oretha Tinapu (LPL) ",,,,,,19,
"FARHAT, David M. (FDP) ",,,0,"JACKSON, Ranney Banama (COTOL) ",,18,"RENNIE, Charles S. (UDA) ",,,,,,15,
"JALLAH, Armah Zolu (NPL) ",,,1,"KAMARA, Mustapha A. (UP) ",,9,"TUCKER, Larwuson M. (CDC) ",,,,,,20,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,5,"KERKULA, SR., Martin Fahnlon (LP) ",,12,,"Valid Votes: ",,,,,364,
"KIADII, George Momodu (NATVIPOL) ",,,2,"KERMUE, Melee I. L. (NPP) ",,257,,"Invalid Votes: ",,,,,24,
