"code","locality","address","voters","polling.places","county","district","election.year"
"33134","Old Yekepa Vtc","Old Yekepa",663,2,"Nimba",3,2014
"33135","Old Yekepa Area P Market","Old Yekepa",1403,3,"Nimba",3,2014
"33136","New Yekepa Public School","New Yekepa",764,2,"Nimba",3,2014
"33137","Earl Williams High School","Old Yekepa",1000,3,"Nimba",3,2014
"33164","Randy Godfray Jr. High School","Camp 4",532,2,"Nimba",3,2014
"33187","Yeaplay Pub. School","Yeaplay",801,2,"Nimba",3,2014
"33189","Younlay Public School","Younlay",1448,3,"Nimba",3,2014
"33194","Loguatuo Public School","Loguatuo",1308,3,"Nimba",3,2014
"33206","Zorgowee Public School","Zorgowee",1850,4,"Nimba",3,2014
"33207","Zualay Public School","Zualay",1174,3,"Nimba",3,2014
"33006","Baylehglay Public School","Baylehglay",1475,3,"Nimba",4,2014
"33010","Behplay Public School","Behplay",859,2,"Nimba",4,2014
"33019","Bongarplay Public School","Bongarplay",1688,4,"Nimba",4,2014
"33026","Dehvon Public School","Dehvon",524,2,"Nimba",4,2014
"33033","Yoolar Public School","Sroh - Yoolar",1110,3,"Nimba",4,2014
"33042","Garplay Public School","Garplay",1694,4,"Nimba",4,2014
"33054","Gbei Bonnah Public School","Gbei Bonnah",982,2,"Nimba",4,2014
"33055","Gbei Vonwea Old Clinic","Gbei Vonwea",1461,3,"Nimba",4,2014
"33059","Gblanlay Public School","Gblanlay",767,2,"Nimba",4,2014
"33065","Gbonwea (old Town) Public School","Gbonwea (old Town)",1002,3,"Nimba",4,2014
"33067","Beo-yoolar Public School","Beo-yoolar",958,2,"Nimba",4,2014
"33068","Gborplay Public School","Gborplay",406,1,"Nimba",4,2014
"33102","Lowlay Public School","Lowlay",680,2,"Nimba",4,2014
"33104","Korsein Public School","Korsein",1022,3,"Nimba",4,2014
"33105","Kpaglay Public School","Kpaglay",653,2,"Nimba",4,2014
"33106","Kpair High School","Kpairplay",1091,3,"Nimba",4,2014
"33119","Ghanaglay Public School","Ghanaglay",1186,3,"Nimba",4,2014
"33122","Mahdiaplay Public School","Mahdiaplay #1",1013,3,"Nimba",4,2014
"33142","Payee Palava Hut","Payee",690,2,"Nimba",4,2014
"33143","Rlantuo Public School","Rlantuo",599,2,"Nimba",4,2014
"33144","Rlekporlay Public School","Rlekporlay",835,2,"Nimba",4,2014
"33157","Senlay Public School","Senlay",1138,3,"Nimba",4,2014
"33158","Siaplay Old Town Public School","Siaplay Old Town",882,2,"Nimba",4,2014
"33177","Vayenglay Public School","Vayenglay",1200,3,"Nimba",4,2014
"33179","Wehplay Public School","Wehplay",1151,3,"Nimba",4,2014
"33213","Zuoplay Public School","Zuoplay",1437,3,"Nimba",4,2014
"33007","Beadatuo Public School","Beadatuo",1706,4,"Nimba",5,2014
"33009","Beeplay Public School","Beeplay",1404,3,"Nimba",5,2014
"33013","Glarlay Public School","Glarlay",1652,4,"Nimba",5,2014
"33015","Blemieplay Public School","Blemieplay",1476,3,"Nimba",5,2014
"33025","Buutuo Public School","Nyor Buutuo",1942,4,"Nimba",5,2014
"33027","Butuo Public School","Butuo",1636,4,"Nimba",5,2014
"33030","Frolay Public School","Frolay",1596,4,"Nimba",5,2014
"33031","Dinplay Public School","Dinplay",1660,4,"Nimba",5,2014
"33046","Gbanwea Public School","Gbanwea",1268,3,"Nimba",5,2014
"33083","Glarlay Public School","Glarlay New Town",1714,4,"Nimba",5,2014
"33088","Gomahplay Public School","Gomahplay",1489,3,"Nimba",5,2014
"33139","Lepula Public School","Lepula",1358,3,"Nimba",5,2014
"33140","Nyarlay Public School","Nyarlay",1419,3,"Nimba",5,2014
"33160","Tanwea Public School","Tanwea",711,2,"Nimba",5,2014
"33165","Teahplay Public School","Teahplay",964,2,"Nimba",5,2014
"33166","Tiaplay Public School","Tiaplay",1008,3,"Nimba",5,2014
"33208","Zuaplay Public School","Zuaplay",779,2,"Nimba",5,2014
"33209","Gbloulay Public School","Gbloulay",1533,4,"Nimba",5,2014
"33008","Beatuo Public School","Beatuo",828,2,"Nimba",6,2014
"33020","Bonglay Public School","Bonglay",1556,4,"Nimba",6,2014
"33034","Dubuzon Public School","Dubuzon",484,1,"Nimba",6,2014
"33036","Kpiablee Public School","Kpiablee",899,2,"Nimba",6,2014
"33043","Zodru Public School","Zodru",915,2,"Nimba",6,2014
"33044","Behwalay Public School","Behwalay",901,2,"Nimba",6,2014
"33048","Greanpea Public School","Greanpea",839,2,"Nimba",6,2014
"33049","Gbarplay Public School","Gbarplay",934,2,"Nimba",6,2014
"33061","Gblor Dialah Public School","Gblor Dialah",1494,3,"Nimba",6,2014
"33101","Kaylay Public School","Kaylay",496,1,"Nimba",6,2014
"33115","Kwipea Public School","Kwipea",487,1,"Nimba",6,2014
"33117","Lauplay Public School","Lauplay",1712,4,"Nimba",6,2014
"33125","Zuatuo Public School","Zuatuo",1572,4,"Nimba",6,2014
"33153","Sarlay Public School","Sarlay",1150,3,"Nimba",6,2014
"33161","Tappita Public Works Yard","Tappita",1243,3,"Nimba",6,2014
"33162","Tappita Memorial School","Tappita",2240,5,"Nimba",6,2014
"33163","Tappita Civil Compound","Tappita",2996,7,"Nimba",6,2014
"33171","Toweh Public School","Toweh",1866,4,"Nimba",6,2014
"33176","Vahnplay Public School","Vahnplay",753,2,"Nimba",6,2014
"33190","New Yourpea Public School","New Yourpea",872,2,"Nimba",6,2014
"33191","Old Yourpea Public School","Old Yourpea",853,2,"Nimba",6,2014
"33001","Waymon Jr. High School","Bahn",1565,4,"Nimba",7,2014
"33002","Bahn High School","Bahn",1154,3,"Nimba",7,2014
"33003","Karyea Palava Hut","Bahn",1808,4,"Nimba",7,2014
"33011","Behyepea Public School","Behyepea",967,2,"Nimba",7,2014
"33023","Buanplay Public School","Buanplay",736,2,"Nimba",7,2014
"33037","Garwonpa Public School","Garwonpa",1052,3,"Nimba",7,2014
"33045","Gbanquoi Public School","Gbanquoi",1271,3,"Nimba",7,2014
"33058","Gblah Public School","Gblah",1399,3,"Nimba",7,2014
"33092","Guawin Palava Hut","Guawin",895,2,"Nimba",7,2014
"33108","Kpaytuo Public School","Kpaytuo",1739,4,"Nimba",7,2014
"33120","Loyee Public School","Loyee",1116,3,"Nimba",7,2014
"33123","Mehnpa Public School","Mehnpa",806,2,"Nimba",7,2014
"33127","Miaplay Bonnah Public School","Miaplay Bonnah",1613,4,"Nimba",7,2014
"33138","Kpowin Public School","Kpowin",600,2,"Nimba",7,2014
"33150","Saclepea S.d. Palava Hut","Saclepea",1821,4,"Nimba",7,2014
"33151","Saclepea Johnny Voka School","Saclepea",2540,6,"Nimba",7,2014
"33152","Saclepea Civil Compound","Saclepea",3590,8,"Nimba",7,2014
"33172","Bleevalay Public School","Bleevalay",463,1,"Nimba",7,2014
"33173","Troupoe Palava Hut","Troupoe",1001,3,"Nimba",7,2014
"33196","Zayglay Public School","Zayglay",955,2,"Nimba",7,2014
"33202","Duowin Palava Hut","Duowin",1553,4,"Nimba",7,2014
"33205","Zontuo S.d.a. School","Zontuo",945,2,"Nimba",7,2014
"33004","Banakpallah Public School","Banakpallah",1042,3,"Nimba",8,2014
"33005","Banlah Public School","Banlah",1079,3,"Nimba",8,2014
"33014","Sehwee Palava Hut","Sehwee",1051,3,"Nimba",8,2014
"33016","Zahnboie Public School","Zahnboie",844,2,"Nimba",8,2014
"33024","Bunadin Public School","Bunadin",1557,4,"Nimba",8,2014
"33038","Flumpa Public School","Flumpa",2201,5,"Nimba",8,2014
"33039","Gounla Public School","Gounla",525,2,"Nimba",8,2014
"33050","Cocopa Camp Four School","Cocopa Camp 4",927,2,"Nimba",8,2014
"33051","Cocopa Camp One School","Cocopa Camp I",1121,3,"Nimba",8,2014
"33060","Zao Public School","Zao",1393,3,"Nimba",8,2014
"33082","Gipo Public School","Gipo",1397,3,"Nimba",8,2014
"33096","Karnwee Public School","Karnwee",1344,3,"Nimba",8,2014
"33107","Kpallah Public School","Kpallah",1920,4,"Nimba",8,2014
"33109","Buttein Public School","Buttein",916,2,"Nimba",8,2014
"33110","Kpein Public School","Kpein",2217,5,"Nimba",8,2014
"33111","Venpa Public School","Venpa",668,2,"Nimba",8,2014
"33141","Duayee Public School","Duayee",1651,4,"Nimba",8,2014
"33159","Sokpa Palava Hut","Sokopa",594,2,"Nimba",8,2014
"33168","Galaypa Public School","Galaypa",482,1,"Nimba",8,2014
"33170","Duo Public School","Duo",2037,5,"Nimba",8,2014
"33175","Beipa Palava Hut","Beipa",1541,4,"Nimba",8,2014
"33180","Gbahn Public School","Gbahn",824,2,"Nimba",8,2014
"33181","Kpoahpa Public School","Kpoahpa",918,2,"Nimba",8,2014
"33186","Yarsonnoh Public School","Yarsonnoh",770,2,"Nimba",8,2014
"33066","Dorgbor Town Public School","Dorgbor",335,1,"Nimba",9,2014
"33084","Glehyee Zorpea Palava Hut","Glehyee Zorpea",1302,3,"Nimba",9,2014
"33085","Ganwee Palava Hut","Ganwee",851,2,"Nimba",9,2014
"33086","Boyee Palava Hut","Boyee",773,2,"Nimba",9,2014
"33087","Goekorpa Public School","Goekorpa",462,1,"Nimba",9,2014
"33090","Graie Public School","Graie Township",1652,4,"Nimba",9,2014
"33093","Bein Glahn Public School","Bein Glahn",534,2,"Nimba",9,2014
"33094","Guotoin Public School","Guotoin",1026,3,"Nimba",9,2014
"33095","Wright Town's Public School","Wright's Town",152,1,"Nimba",9,2014
"33112","Plehyee Palava Hut","Sendin Plehyee",631,2,"Nimba",9,2014
"33113","Kpowin Public School","Kpoowin",662,2,"Nimba",9,2014
"33114","Kwendin Palava Hut","Kwendin",1406,3,"Nimba",9,2014
"33126","Mehnla Palava Hut","Mehnla",1678,4,"Nimba",9,2014
"33129","Nebornwen Palava Hut","Yillay",318,1,"Nimba",9,2014
"33130","Glahn's Town Public School","Glahn",533,2,"Nimba",9,2014
"33131","Tiah Public School","Tiah",216,1,"Nimba",9,2014
"33174","Troyah Public School","Troyah",99,1,"Nimba",9,2014
"33178","Zeonghen Public School","Zeonghen",1299,3,"Nimba",9,2014
"33184","Wontoe Public School","Wontoe",258,1,"Nimba",9,2014
"33192","Dahnpa Palava Hut","Dahnpa",739,2,"Nimba",9,2014
"33193","Zahnzaye Public School","Zahnzaye",1048,3,"Nimba",9,2014
"33195","Kidka Palava Hut","Kidka",226,1,"Nimba",9,2014
"33197","Camp One Town Public School","Camp One Town",505,2,"Nimba",9,2014
"33198","Freeman Public School","Freeman",395,1,"Nimba",9,2014
"33199","Karyee Public School","Karyee",847,2,"Nimba",9,2014
"33200","Zekepa Public School","Zekepa",992,2,"Nimba",9,2014
"33201","Ziah Old Palava Hut","Ziah Old",1572,4,"Nimba",9,2014
"33210","Zuaplay Public School","Zuaplay",1046,3,"Nimba",9,2014
"33211","Doumpa Palava Hut","Doumpa",766,2,"Nimba",9,2014
"33212","Zuolay Chief Compound","Zuolay",1654,4,"Nimba",9,2014
"33214","Zuotuo Public School","Zuotuo",528,2,"Nimba",9,2014
"42001","Cherboken Public School","Cheboken",877,2,"River Gee",1,2014
"42003","Dweaken Town Hall","Dweaken",845,2,"River Gee",1,2014
"42012","J.j. Geleplay Elem. School","Kanweaken",3526,8,"River Gee",1,2014
"42013","Waplo Memorial Institute","Killepo Kanweakea",1551,4,"River Gee",1,2014
"42018","Nyonken Town Hall","Nyonken",1799,4,"River Gee",1,2014
"42022","Tiah Memorial Academy","Putuken",1159,3,"River Gee",1,2014
"42024","Saywonken Town Hall","Saywonken",432,1,"River Gee",1,2014
"42026","Torroeken Town Hall","Torroken",80,1,"River Gee",1,2014
"42029","Krakree Public School","Krakree",538,2,"River Gee",1,2014
"42005","Geeken Public School","Geeken",518,2,"River Gee",2,2014
"42008","Jarkaken Public School","Jarkaken",1491,3,"River Gee",2,2014
"42010","Jaytoken Public School","Jaytoken",602,2,"River Gee",2,2014
"42011","Joquiken A.g. Church","Joquiken",1408,3,"River Gee",2,2014
"42015","Konken Town Hall","Konken #1",452,1,"River Gee",2,2014
"42019","Paroken Public School","Paroken",785,2,"River Gee",2,2014
"42020","Juwelbo Public School","Juwelbo",360,1,"River Gee",2,2014
"42021","Pronoken A.g. Church","Pronoken",1112,3,"River Gee",2,2014
"42023","Lutheran Elem. School","Jayproken",392,1,"River Gee",2,2014
"42031","Fish Town Demonstration School","Fish Town City",3428,7,"River Gee",2,2014
"06004","Belefanai Adm. Building","Belefanai",1845,4,"Bong",4,2014
"06008","Bellemu Public School","Bellemu",1567,4,"Bong",4,2014
"06015","Farvey Public School","Farvey",933,2,"Bong",4,2014
"06018","Foequelleh Public School","Foequelleh",2445,5,"Bong",4,2014
"06019","Gahnmue Public School","Gahnmue",1816,4,"Bong",4,2014
"06031","Naama Public School","Naama",1228,3,"Bong",4,2014
"06032","Gbansue Sulonmah Public School","Gbansue Sulonmah",1056,3,"Bong",4,2014
"06033","Gbalatuah Public School","Gbalatuah",1444,3,"Bong",4,2014
"06034","Feetuah Palava Hut","Feetuah",374,1,"Bong",4,2014
"06039","Gbarnga Siaquelleh Public School","Gbarnga Siaquelleh",1517,4,"Bong",4,2014
"06049","Gbonota Clinic","Gbonota",2259,5,"Bong",4,2014
"06060","Gou Palava Hut","Gou Ii",672,2,"Bong",4,2014
"06064","Paye -ta Public School","Paye -ta",573,2,"Bong",4,2014
"06065","Jorwah Public School","Jorwah",912,2,"Bong",4,2014
"06077","Laryea Public School","Laryea",566,2,"Bong",4,2014
"06086","Shankpowai Palava Hut","Shankpowai I",733,2,"Bong",4,2014
"06088","Nyansue Palava Hut","Nyansue Two",549,2,"Bong",4,2014
"06092","Kollie-tapalava Hut","Kollie-ta",710,2,"Bong",4,2014
"06093","Pelelei Public School","Pelelei",656,2,"Bong",4,2014
"06102","Shankpallai Public School","Shankpallai",1132,3,"Bong",4,2014
"06129","Yowee Public School","Yowee",900,2,"Bong",4,2014
"06130","Mbelequah Palava Hut","Mbelequah",599,2,"Bong",4,2014
"42002","Webbo Teacher Training Institute","Kronoken City",2470,5,"River Gee",3,2014
"42004","Chea Cheapo Elementry School","Old Yassaken Town",937,2,"River Gee",3,2014
"42006","Yargbeken Public School","Yargbeken",656,2,"River Gee",3,2014
"42007","Gbaweleken Market Hall","Gbaweleken",1375,3,"River Gee",3,2014
"42009","Taryaken Town Hall","Taryaken",634,2,"River Gee",3,2014
"42014","Yobloken Town Hall","Yobloken",171,1,"River Gee",3,2014
"42016","Freetown Palava Hut","Free Town",704,2,"River Gee",3,2014
"42017","Tom Wah Jr. High School","Sarbo Sweaken Town",1225,3,"River Gee",3,2014
"42025","Tarwarken Public School","Tarwarken",472,1,"River Gee",3,2014
"42027","Paaken Public School","Paaken",558,2,"River Gee",3,2014
"42028","Tuobo Sweaken Town Hall","Toubo Sweaken",497,1,"River Gee",3,2014
"42030","Youbor Palava Hut","Youbor",461,1,"River Gee",3,2014
"36001","Bahn Town Palava Hut","Bahn Town",638,2,"River Cess",1,2014
"36002","Bannie Town Palava Hut","Bannie Town",396,1,"River Cess",1,2014
"36003","Gblor Church","Gblor Town",114,1,"River Cess",1,2014
"36004","Bluen Palava Hut","Bluen Town",439,1,"River Cess",1,2014
"36005","Bodowhea Palava Hut","Bodowhea Toen",1531,4,"River Cess",1,2014
"36006","Kangbo Town Church","Kangbo Town",715,2,"River Cess",1,2014
"36007","Suakon Dehbor Palava Hut","Suakon Debbor",359,1,"River Cess",1,2014
"36009","Neezoin School Building","Neezoin Town",904,2,"River Cess",1,2014
"36010","Garpue Palava Hut","Garpue Town",497,1,"River Cess",1,2014
"36014","Gbehwronkon Palava Hut","Gbehwronkon",410,1,"River Cess",1,2014
"36018","Zoryeah Palava Hut","Zoryeah",667,2,"River Cess",1,2014
"36020","Gleozohn Palava Hut","Gleozohn",570,2,"River Cess",1,2014
"36022","Gorgor Church","Gorgor Town",472,1,"River Cess",1,2014
"36023","Gozohn Church","Gozohn Town",669,2,"River Cess",1,2014
"36025","Bogeezay Town Hall","Bogeezay Town",1092,3,"River Cess",1,2014
"36027","Nagbo Town Palava Hut","Nagbo",782,2,"River Cess",1,2014
"36032","Saywheowor Town Church","Saywheowor",631,2,"River Cess",1,2014
"36035","Goezohn Palava Hut","Goezohn",988,2,"River Cess",1,2014
"36036","Yolo Palava Hut","Yolo",602,2,"River Cess",1,2014
"36037","Zammie Palava Hut","Zammie",1055,3,"River Cess",1,2014
"36038","Karchhukon Palava Hut","Karchhukon",496,1,"River Cess",1,2014
"36039","Gborwuzohn Palava Hut","Gborwuzohn",957,2,"River Cess",1,2014
"36040","Boe Palava Hut","Boe",543,2,"River Cess",1,2014
"36008","Klabga Palava Hut","Klaygbe",686,2,"River Cess",2,2014
"36011","Little Liberia School Building","Little Liberia Village",1522,4,"River Cess",2,2014
"36012","Yarpa's Town Hall","Yarpa's Town",2966,7,"River Cess",2,2014
"36013","Gesay Judu Palava Hut","Gesay Judu",625,2,"River Cess",2,2014
"36015","Dangrongbor Church","Dangron Gbor Town",225,1,"River Cess",2,2014
"36016","Iti Town Hall","Iti",981,2,"River Cess",2,2014
"36017","Gborseo School Building","Gborseo",810,2,"River Cess",2,2014
"36019","Charlie School Building","Charlie",449,1,"River Cess",2,2014
"36021","Quitoe Town Church","Quitoe",673,2,"River Cess",2,2014
"36024","Voin Palava Hut","Voin Town",539,2,"River Cess",2,2014
"36026","Dunn Town Palava Hut","Dunn Town",450,1,"River Cess",2,2014
"36028","Farh Palava Hut","Farh",335,1,"River Cess",2,2014
"36029","Neegba Town Palava Hut","Neegba",529,2,"River Cess",2,2014
"36030","Solo Gold Camp Palava Hut","Solo Gold Camp",179,1,"River Cess",2,2014
"36031","Ceyea Town Palava Hut","Ceyea",783,2,"River Cess",2,2014
"36033","Borbor Palava Hut","Borbor",526,2,"River Cess",2,2014
"36034","Garyeazohn Palava Hut","Garyeazohn",425,1,"River Cess",2,2014
"36041","Cestos High School","Cestos",1906,4,"River Cess",2,2014
"36042","Darsaw Public School","Darsaw",1394,3,"River Cess",2,2014
"39001","Richard Kantah Jr. High School","Bannah",517,2,"Sinoe",1,2014
"39005","Butaw Compound Administrative Buliding","Butaw Compound",345,1,"Sinoe",1,2014
"39021","Kabada Adm. Building","Kabada",536,2,"Sinoe",1,2014
"39023","Tubmanville Clinic","Tubmanville Mission",1134,3,"Sinoe",1,2014
"39024","Deijilla Public School","Dejila",712,2,"Sinoe",1,2014
"39025","Klaniadae Palava Hut","Klaniadae",315,1,"Sinoe",1,2014
"39029","Grisby Farm Public School","Grisby Farm",762,2,"Sinoe",1,2014
"39033","Menwah Palava Hut","Memwah",341,1,"Sinoe",1,2014
"39040","Palotroken Palava Hut","Palatroken",807,2,"Sinoe",1,2014
"39041","Wolee Jr. High School","Panama",600,2,"Sinoe",1,2014
"39051","Blaoh Palava Hut","Blaoh",639,2,"Sinoe",1,2014
"39057","Wessay Town Palava Hut","Wessay Town",248,1,"Sinoe",1,2014
"39059","Sinoe Multilateral High School","Farmersville",1057,3,"Sinoe",1,2014
"39060","Lexington Jr. High School","Lexington",454,1,"Sinoe",1,2014
"39061","Lower Murrayville Elem. School","Chea's Town",425,1,"Sinoe",1,2014
"39062","Greenville Administrative Building","Down Town",2143,5,"Sinoe",1,2014
"39063","Seebeh Jr. High School","Seebeh",1533,4,"Sinoe",1,2014
"39064","Harrison Grigsby Methodist High School","Geeklor",3211,7,"Sinoe",1,2014
"39002","Kunwiah Palava Hut","Kunwiah",517,2,"Sinoe",2,2014
"39006","Tuzonburg Public School","Tuzon",630,2,"Sinoe",2,2014
"39011","Karquekpo Palava Hut","Karquekpo",1138,3,"Sinoe",2,2014
"39012","Doodwicken Public School","Doodwicken",641,2,"Sinoe",2,2014
"39013","Ducor Free Public School","Ducor Free",626,2,"Sinoe",2,2014
"39014","Joplokpo Palava Hut","Joplokpo",728,2,"Sinoe",2,2014
"39016","Gbarteken Public School","Gbarteken",256,1,"Sinoe",2,2014
"39017","Old Government Camp Palava Hut","Old Government Camp-neeteah",1884,4,"Sinoe",2,2014
"39019","Gmagmakpo Palava Hut","Gmagmakpo",564,2,"Sinoe",2,2014
"39022","Kajaliken Public School","Kajaliken",354,1,"Sinoe",2,2014
"39030","Diyankpo Palava Hut","Diyankpo",1091,3,"Sinoe",2,2014
"39031","Titiyen Public School","Tityyen Village",268,1,"Sinoe",2,2014
"39034","Nana Kru Palava Hut","Nana Kru",578,2,"Sinoe",2,2014
"39036","Kwitatuzon Palava Hut","Kwitatuson",413,1,"Sinoe",2,2014
"39037","Saygbeken Public School","Saygbeken",1051,3,"Sinoe",2,2014
"39042","Kwiatuo Juaryen Palava Hut","Kwiatuo Juaryen",440,1,"Sinoe",2,2014
"39047","Sethum Juaryen Public School","Sethum Juaryen",504,2,"Sinoe",2,2014
"39049","Setta Kru Palava Hut","Setta Kru",545,2,"Sinoe",2,2014
"39054","Jarpuken Public School","Jarpuken",427,1,"Sinoe",2,2014
"39003","Kallor Town Palava Hut","Kallor Town",236,1,"Sinoe",3,2014
"39004","Judu Town Public School","Judu Town",334,1,"Sinoe",3,2014
"39007","Ceeter Palava Hut","Ceeter Town",347,1,"Sinoe",3,2014
"39008","Chebioh Palava Hut","Chebioh",239,1,"Sinoe",3,2014
"39009","Bilibokree Administrative Building","Bilibokree Town",1505,4,"Sinoe",3,2014
"39010","Pelloken Palava Hut","Pelloken",299,1,"Sinoe",3,2014
"39015","Camp-2 Palava Hut","Najor /camp-2",409,1,"Sinoe",3,2014
"39018","Boe Smaljilla Public School","Boe Smaljilla",260,1,"Sinoe",3,2014
"39020","Voogbadee Public School","Voogbadee",748,2,"Sinoe",3,2014
"39026","Gboyee Town Palava Hut","Gboyee",349,1,"Sinoe",3,2014
"39027","Baffu Camp Palava Hut","Baffu Camp",774,2,"Sinoe",3,2014
"39028","Korjayee No. 2 Palava Hut","Korjayee #2",159,1,"Sinoe",3,2014
"39032","Tugbaville Administrative Building","Tugbaville Town",858,2,"Sinoe",3,2014
"39035","Jacksonville Kulu Elem. & Jr. High School","Jacksonville",499,1,"Sinoe",3,2014
"39038","Nyennfueh Market","Nyennfueh",604,2,"Sinoe",3,2014
"39039","Old Pyne Adm. Building","Pyne Town/ Old",1457,3,"Sinoe",3,2014
"39043","Plandialebo High School","Plandialebo",726,2,"Sinoe",3,2014
"39044","Quoih - Duo Palava Hut","Quoih - Duo",45,1,"Sinoe",3,2014
"39045","Jalay Town Palava Hut","Jalay Town",487,1,"Sinoe",3,2014
"39046","Kingston Weagbah Elem. & Jr. High School","Oneway",349,1,"Sinoe",3,2014
"39048","Sargbah Town Public School","Sargbah",268,1,"Sinoe",3,2014
"39050","Kulu Public Elem. & Jr. High School","Sonoah",261,1,"Sinoe",3,2014
"39052","Tarlow Town Hall","Unification Town/tarlow",589,2,"Sinoe",3,2014
"39053","Karmo Palava Hut","Karmo",743,2,"Sinoe",3,2014
"39055","Tanneh Wiah Town Public School","Tanneh Wiah Town",420,1,"Sinoe",3,2014
"39056","Gbazon Palava Hut","Gbazon",877,2,"Sinoe",3,2014
"39058","Tournata Palava Hut","Tournatatown",424,1,"Sinoe",3,2014
"06013","Gleannasiasue Palava Hut","Gleannasiasue",1003,3,"Bong",5,2014
"06016","Juah Mannah Elem. School","Fenutoli",721,2,"Bong",5,2014
"06022","Garyea Public School","Garyea Ii",1232,3,"Bong",5,2014
"06023","Dweayeapolu Palava Hut","Dowayeapolu",193,1,"Bong",5,2014
"06040","Tumata Palava Hut","Tumata",594,2,"Bong",5,2014
"06041","David Fajue School","Gbartala",1750,4,"Bong",5,2014
"06042","David Fajue School","Gbartala",1772,4,"Bong",5,2014
"06043","Voloblai Palava Hut","Voloblah",847,2,"Bong",5,2014
"06044","Taylor-ta Palava Hut","Taylor-ta",1422,3,"Bong",5,2014
"06053","Guermue Public School","Guermue Town",745,2,"Bong",5,2014
"06054","Gwenimah Methodist School","Gwenimah Town",729,2,"Bong",5,2014
"06055","Gokai Public School","Gokai Town",859,2,"Bong",5,2014
"06056","Ganla Town Hall","Ganla Town",508,2,"Bong",5,2014
"06091","Palala Palava Hut","Palala",408,1,"Bong",5,2014
"06100","Sergeant Kollie Town Market","Sergeant Kollie Town",2011,5,"Bong",5,2014
"06101","Phebe Community","Phebe Hospital Compound",1467,3,"Bong",5,2014
"06103","Balamah Town Hall","Balamah I",1156,3,"Bong",5,2014
"06104","Cuttington University","Cuttington Compound",944,2,"Bong",5,2014
"06105","G.w. Gibson School","Sinyea",1325,3,"Bong",5,2014
"06106","Suakoko Center High","Suakoko",399,1,"Bong",5,2014
"06107","Suakoko Center High","Suakoko",1669,4,"Bong",5,2014
"06108","Flomo Wannah Elem. School","Suakoko",1716,4,"Bong",5,2014
"06114","Glenkormah Palava Hut","Glenkormah Town",968,2,"Bong",5,2014
"06017","Flehla Public School","Flehala",2655,6,"Bong",6,2014
"06024","Land Mines Action Building","Tumutu",720,2,"Bong",6,2014
"06025","Salala Clinic","Salala",1426,3,"Bong",6,2014
"06026","Martha Tubman School","Salala",1453,3,"Bong",6,2014
"06027","Teaslay Mission","Teaslay Mission",682,2,"Bong",6,2014
"06048","Gbondoi Public School","Gbondoi Town",1205,3,"Bong",6,2014
"06050","Gborkornemah Public School","Gborkornemah",1347,3,"Bong",6,2014
"06057","Quelleme Toto Elem. School","Maimue Town",1468,3,"Bong",6,2014
"06058","Moipa-ta Public School","Moipa-ta",1074,3,"Bong",6,2014
"06059","Velehyn Public School","Velehyn",819,2,"Bong",6,2014
"06072","Loma -ta Lutheran School","Loma",1012,3,"Bong",6,2014
"06073","Kpakolokoyah Public School","Kpakolokoyah",1826,4,"Bong",6,2014
"06079","Leilei Public School","Leilei",282,1,"Bong",6,2014
"06099","Sawyea Polu Palava Hut","Sawyea Polu Town",587,2,"Bong",6,2014
"06111","Garney Public School","Garney I",408,1,"Bong",6,2014
"06113","Tokpaipolu Public School","Tokpaipolu Town",876,2,"Bong",6,2014
"06115","E.j. Yancy High School","Totota",1860,4,"Bong",6,2014
"06116","St. .john Lutheran School","Totota",1428,3,"Bong",6,2014
"06117","Upper Room High School","Totota",943,2,"Bong",6,2014
"06118","New Totota Community School","Mulbah Farm",1093,3,"Bong",6,2014
"06124","Yaniquelleh Public School","Yaniquelleh",851,2,"Bong",6,2014
"06125","San-ta Public School","San-ta",450,1,"Bong",6,2014
"06132","Zeansue Public School","Zeansue I",1986,4,"Bong",6,2014
"06133","Kokila Palava Hut","Kokila",1253,3,"Bong",6,2014
