"code","locality","address","voters","polling.places","county","district","election.year"
"03001","Baima Palava Hut","Baima",173,1,"Bomi",1,2014
"03002","Barmo Palava Hut","Barmo",410,1,"Bomi",1,2014
"03003","Beafinie Town Hall","Beafinie",490,1,"Bomi",1,2014
"03004","Beajah Public School","Beajah",335,1,"Bomi",1,2014
"03005","Besao Palava Hut","Besao",981,2,"Bomi",1,2014
"03006","Gba-jakeh Gba Public School","Gbah-jakeh",2209,5,"Bomi",1,2014
"03007","Government Farm Senjeh Town Hall","Government Farm Old",679,2,"Bomi",1,2014
"03008","Married Camp Town Hall","Married Camp",1176,3,"Bomi",1,2014
"03009","Dependent Camp Town Hall","Dependent Camp Town",420,1,"Bomi",1,2014
"03018","Bola Town Palava Hut","Bola",422,1,"Bomi",1,2014
"03023","Boiling Camp Town Hall","Boiling Camp",389,1,"Bomi",1,2014
"03024","Gayah Hills Palava Hut","Gayah Hill",929,2,"Bomi",1,2014
"03042","Sackie Town Hall","Sackie",437,1,"Bomi",1,2014
"03047","Red Hill Palava Hut","Red Hill",586,2,"Bomi",1,2014
"03049","Zamian Town Palava Hut","Zamian",157,1,"Bomi",1,2014
"03067","Weakama Public School","Weakama",713,2,"Bomi",1,2014
"03068","Jimina A. Wilson Public School","Damballa Town",966,2,"Bomi",1,2014
"03069","Nyeila English & Arabic School","Nyeila",611,2,"Bomi",1,2014
"03070","Joseph Town Palava Hut","Joseph Town",931,2,"Bomi",1,2014
"03071","C. H. Dewey High School","Joseph Town",641,2,"Bomi",1,2014
"03072","Bomi Jr. High School","Gballasuah",1118,3,"Bomi",1,2014
"03073","Yomo Town Public School","Yomo Town",245,1,"Bomi",1,2014
"03074","Administrative Building","New Road",308,1,"Bomi",1,2014
"03075","Court House, Moses Vincent Compound","Vai Town Ii",1578,4,"Bomi",1,2014
"03076","Vai Town Cinema","Vai Town Iii",1764,4,"Bomi",1,2014
"06005","Beletanda Palava Hut","Beletanda",812,2,"Bong",7,2014
"06009","Boryormah Palava Hut","Boryormah One",1170,3,"Bong",7,2014
"06010","St. Paul Catholic School","Cephas Town",1026,3,"Bong",7,2014
"06011","Borlarmu Public School","Degei",856,2,"Bong",7,2014
"06012","Boudala Public School","Boduala",598,2,"Bong",7,2014
"06029","Gbamokollieta Palava Hut","Gbamokollieta",812,2,"Bong",7,2014
"06030","Wumai Palava Hut","Wumai Town",819,2,"Bong",7,2014
"06047","Gbo Gbo Ta Public School","Gbo Gbo Ta",895,2,"Bong",7,2014
"06061","Haindii Clinic","Haindii",1976,4,"Bong",7,2014
"06066","Stephen-ta Palava Hut","Stephen-ta",420,1,"Bong",7,2014
"06067","Kankalan Public School","Kankalan Town",686,2,"Bong",7,2014
"06070","Kelebei Public School","Kelebei",1020,3,"Bong",7,2014
"06076","Winnie-ta Public School","Winnie-ta",1040,3,"Bong",7,2014
"06080","Gbonokalai Palava Hut","Gbonokalai Town",518,2,"Bong",7,2014
"06087","Nuamue Public School","Nuamue I",502,2,"Bong",7,2014
"06089","Nyeablia Public School","Nyeablia Town",1614,4,"Bong",7,2014
"06090","Nancy B. Doe Elem. School","Nyean Town",1449,3,"Bong",7,2014
"06094","Piata Palava Hut","Piata",761,2,"Bong",7,2014
"06095","Popota Public School","Popota",1193,3,"Bong",7,2014
"06097","Sanoyea Lutheran School","Sanoyea",1234,3,"Bong",7,2014
"06098","Sanoyea Market","Sanoyea",2088,5,"Bong",7,2014
"06112","Samah Town Palava Hut","Samah",200,1,"Bong",7,2014
"06119","Lawana Public School","Varnery Town",1496,3,"Bong",7,2014
"06120","Volomeni Palava Hut","Volomeni Town",868,2,"Bong",7,2014
"06126","Yarbayeh Public School","Yarbayeh Town",1030,3,"Bong",7,2014
"06131","Zamkpe Yama Palava Hut","Zamkpe Yama",327,1,"Bong",7,2014
"06134","Gbalala Clinic","Gbalala Town",559,2,"Bong",7,2014
"45009","Bombomah Public School","Bombomah",693,2,"Gbarpolu",1,2014
"45010","Fallah Palava Hut","Fassah",294,1,"Gbarpolu",1,2014
"45019","Gbarngay School","Gbarngay",832,2,"Gbarpolu",1,2014
"45022","Gbaryama Town Hall","Gbaryama",913,2,"Gbarpolu",1,2014
"45023","Gokallah Palava Hut","Gokallah",1557,4,"Gbarpolu",1,2014
"45033","Gedema Public School","Gedema",906,2,"Gbarpolu",1,2014
"45040","Nyeamah School","Nyeamah",366,1,"Gbarpolu",1,2014
"45048","Tawalata Town Hall","Tawalata",280,1,"Gbarpolu",1,2014
"45049","Henry Town Palava Hut","Henry",2470,6,"Gbarpolu",1,2014
"45050","Manorwella Public School","Manorwella",202,1,"Gbarpolu",1,2014
"45053","Totoquelleh Public School","Totoquelleh",1170,3,"Gbarpolu",1,2014
"45060","Bopolu Central High School","Bopolu",3232,7,"Gbarpolu",1,2014
"45061","Gbarquoita Town Hall","Guyan-ta",732,2,"Gbarpolu",1,2014
"45002","Baloma Town Hall","Baloma",604,2,"Gbarpolu",2,2014
"45008","Belleh Yallah Public School","Belleh Yallah",851,2,"Gbarpolu",2,2014
"45011","Fassamatown Palava Hut","Fassama",1368,3,"Gbarpolu",2,2014
"45012","Gatima Town Hall","Gatima",568,2,"Gbarpolu",2,2014
"45015","Gbarkagborquoita Palava Hut","Gbarkagborquoita Town",577,2,"Gbarpolu",2,2014
"45016","Gbarkorma School","Gbarkorma",159,1,"Gbarpolu",2,2014
"45017","Fahnyapolu Town Hall","Fahnyapolu",451,1,"Gbarpolu",2,2014
"45021","Gelekpasu School","Gelekpasu",428,1,"Gbarpolu",2,2014
"45024","Palakwelle Palava Hut","Palakwelle",820,2,"Gbarpolu",2,2014
"45025","Gungbe-ta School","Gungbe-ta",301,1,"Gbarpolu",2,2014
"45028","Kelleh Town Hall","Kelleh",329,1,"Gbarpolu",2,2014
"45029","Kpawolozu School","Kpawolozu",272,1,"Gbarpolu",2,2014
"45030","Mavordor Palava Hut","Mavordor",492,1,"Gbarpolu",2,2014
"45031","Kpayeakwelle Palava Hut","Kpayeakwelle",1113,3,"Gbarpolu",2,2014
"45035","Moilakwelle School","Moilakwelle",864,2,"Gbarpolu",2,2014
"45036","Belekpalumu Palava Hut","Belekpalumu",486,1,"Gbarpolu",2,2014
"45042","Porkpa-ta School","Porkpa-ta",659,2,"Gbarpolu",2,2014
"45046","Gelengasiasu Town Hall","Gelengasiasu",418,1,"Gbarpolu",2,2014
"45047","Kologbane Palava Hut","Kologbane A",973,2,"Gbarpolu",2,2014
"45051","Tiggelee Town Hall","Tiggelee",296,1,"Gbarpolu",2,2014
"45052","Kalata Town Hall","Kalata",507,2,"Gbarpolu",2,2014
"45056","Zalakai School","Zalakai",636,2,"Gbarpolu",2,2014
"45057","Nyailowai Town Hall","Nyailowai",654,2,"Gbarpolu",2,2014
"45058","Boliah Town Hall","Boliah",353,1,"Gbarpolu",2,2014
"45001","Ballah Town Public School","Ballah-bassa",248,1,"Gbarpolu",3,2014
"45003","Beaden Town Hall","Beaden",178,1,"Gbarpolu",3,2014
"45004","Beathou Town Hall","Beathou",103,1,"Gbarpolu",3,2014
"45005","Domanmana Town Hall","Domanmana",135,1,"Gbarpolu",3,2014
"45006","Marma Town Hall","Mbama",239,1,"Gbarpolu",3,2014
"45007","Beatoe Town","Beatoe",872,2,"Gbarpolu",3,2014
"45013","Timba Town Palava Hut","Timba",402,1,"Gbarpolu",3,2014
"45014","Amtel Camp Palava Hut","Amtel Camp Town",145,1,"Gbarpolu",3,2014
"45018","Gbarma Centra High School","Gbarma",2155,5,"Gbarpolu",3,2014
"45020","Gbelleta Public School","Gbelleta",599,2,"Gbarpolu",3,2014
"45026","Galahun Town Hall","Galahun",63,1,"Gbarpolu",3,2014
"45027","Bombohun Town Hall","Bombohun",65,1,"Gbarpolu",3,2014
"45032","Kungbor Town Hall","Kungbor",1000,2,"Gbarpolu",3,2014
"45034","Vaye Town (weamawou) Public School","Vaye Town",1153,3,"Gbarpolu",3,2014
"45037","Njaiboi Town Hall","Njaiboi Town Center",225,1,"Gbarpolu",3,2014
"45038","Yangaya Town Hall","Yangaya",512,2,"Gbarpolu",3,2014
"45039","Nomodatanau Town Hall","Nomodatanau",1181,3,"Gbarpolu",3,2014
"45041","Camp Alpha Town Palava Hut","Camp Alpha",1033,3,"Gbarpolu",3,2014
"45043","Karnley Town Palava Hut","Karnley Town",1131,3,"Gbarpolu",3,2014
"45044","Tarkpoimah Town Hall","Tarkpoimah",427,1,"Gbarpolu",3,2014
"45045","Smith Public School","Smith",375,1,"Gbarpolu",3,2014
"45054","Weasua Town Hall","Weasua",1187,3,"Gbarpolu",3,2014
"45055","Welequa Town Hall","Welequa",265,1,"Gbarpolu",3,2014
"45059","Zuie School","Zuie",513,2,"Gbarpolu",3,2014
"09001","Kpaingba Town Palava Hut","Kpaingba",254,1,"Grand Bassa",1,2014
"09002","Kamachea Town Palava Hut","Kamachea",510,2,"Grand Bassa",1,2014
"09003","Paye Town Palava Hut","Paye",318,1,"Grand Bassa",1,2014
"09010","Bokay Town Palava Hut","Bokay",1763,4,"Grand Bassa",1,2014
"09011","Jeko Town Palava Hut","Jeko",250,1,"Grand Bassa",1,2014
"09012","Owensgroove Administrative Building","Owensgroove",2914,6,"Grand Bassa",1,2014
"09042","Gozohn Town Palava Hut","Gozohn",188,1,"Grand Bassa",1,2014
"09043","Gbarkpeh Town Palava Hut","Gbarkpeh Town",558,2,"Grand Bassa",1,2014
"09055","Neegeewein Elem. School","Neegeewein",1412,3,"Grand Bassa",1,2014
"09056","Beon Town Palava Hut","Beon",550,2,"Grand Bassa",1,2014
"09057","Kpenzohn Village Palava Hut","Kpenzohn Village",465,1,"Grand Bassa",1,2014
"09060","Barclayville Town Palava Hut","Barclayville",896,2,"Grand Bassa",1,2014
"09061","Doewein Town Palava Hut","Doewein",1023,3,"Grand Bassa",1,2014
"09062","Chuah Viankon Town Palava Hut","Chuah Viankon",613,2,"Grand Bassa",1,2014
"09064","Bassa Point Town Palava Hut","Bassa Point",213,1,"Grand Bassa",1,2014
"09065","Kro Town Palava Hut","Kro",470,1,"Grand Bassa",1,2014
"09079","Zaye's Town Palava Hut","Zaye's",565,2,"Grand Bassa",1,2014
"09080","Kanpue Town Palava Hut","Kanque",402,1,"Grand Bassa",1,2014
"09081","Goesuah Town Palava Hut","Goesuah",616,2,"Grand Bassa",1,2014
"09082","Jacob Larteh Town Palava Hut","Jacob Larteh",936,2,"Grand Bassa",1,2014
"09083","Gurlee Town Palava Hut","Gurlee",144,1,"Grand Bassa",1,2014
"09087","Nuah Town Palava Hut","Nuah",376,1,"Grand Bassa",1,2014
"09088","Zoe Town Palava Hut","Zoe",389,1,"Grand Bassa",1,2014
"09089","Little Bassa Town Palava Hut","Little Bassa",750,2,"Grand Bassa",1,2014
"09090","Civil # 1 Compoound Administrative Building","Civil Compoound #1",1122,3,"Grand Bassa",1,2014
"09091","Wrayn Town Palava Hut","Wrayn",156,1,"Grand Bassa",1,2014
"09092","Betto Token Town Palava Hut","Betto Token",244,1,"Grand Bassa",1,2014
"09093","Douweh Town Palava Hut","Douweh/wheeto Town",574,2,"Grand Bassa",1,2014
"09100","Mondeh Town Palava Hut","Mondeh",299,1,"Grand Bassa",1,2014
"09101","Norr Town Palava Hut","Norr Town",512,2,"Grand Bassa",1,2014
"09102","Saul Village Palava Hut","Saul Village",469,1,"Grand Bassa",1,2014
"09116","Somah Town Palava Hut","Somah",277,1,"Grand Bassa",1,2014
"09117","Kutuahn School Building","Kutuahn",191,1,"Grand Bassa",1,2014
"09118","Kpawetro Town Palava Hut","Kpawetro",331,1,"Grand Bassa",1,2014
"09119","Whoo's Town Palava Hut","Whoo's",375,1,"Grand Bassa",1,2014
"09122","Zuzohn Palava Hut","Zuzohn",224,1,"Grand Bassa",1,2014
"09160","Kingsville Palava Hut","Kingsville",567,2,"Grand Bassa",1,2014
"09161","Camp Mechlin Palava Hut","Camp Mechlin",618,2,"Grand Bassa",1,2014
"09162","Centrel Lloydsville Adm. Building","Centrel Lloydsville",1666,4,"Grand Bassa",1,2014
"09163","Wrakon Town Palava Hut","Wrakon",554,2,"Grand Bassa",1,2014
"09168","Bueh's Town Palava Hut","Bueh's",280,1,"Grand Bassa",1,2014
"09169","Diggs Town Palava Hut","Diggs",372,1,"Grand Bassa",1,2014
"09175","Edina City Hall","Edina",492,1,"Grand Bassa",1,2014
"09004","Belefanna Town Palava Hut","Belefanna",562,2,"Grand Bassa",2,2014
"09005","Albert Town Palava Hut","Albert",299,1,"Grand Bassa",2,2014
"09006","Charley Gio Town Palava Hut","Charley Gio",239,1,"Grand Bassa",2,2014
"09025","Garneo Town Palava Hut","Garneo",896,2,"Grand Bassa",2,2014
"09031","Gbanah Town Palava Hut","Gbanah",433,1,"Grand Bassa",2,2014
"09032","Jumoi Town Palava Hut","Jumoi",568,2,"Grand Bassa",2,2014
"09035","Gborgar Town Palava Hut","Gborgar",345,1,"Grand Bassa",2,2014
"09036","Bohn Town Palava Hut","Bohn",410,1,"Grand Bassa",2,2014
"09040","Boeglay Town Palava Hut","Boeglay",515,2,"Grand Bassa",2,2014
"09041","Whergbo Town Palava Hut","Whergbo",448,1,"Grand Bassa",2,2014
"09053","Kpelleh Zahn Town Palava Hut","Kpelleh Zahn",749,2,"Grand Bassa",2,2014
"09054","Quejay Town Palava Hut","Quejay",611,2,"Grand Bassa",2,2014
"09058","Johnny Diggs Town Palava Hut","Johnny Diggs",460,1,"Grand Bassa",2,2014
"09059","Jacob Town Palava Hut","Jacob",403,1,"Grand Bassa",2,2014
"09063","Womia Town Palava Hut","Womia",505,2,"Grand Bassa",2,2014
"09066","Ballahwein Town Palava Hut","Ballahwein",412,1,"Grand Bassa",2,2014
"09067","Buahwein Town Palava Hut","Buahwein",162,1,"Grand Bassa",2,2014
"09068","Civil Compound # 2 Administrative Building","Civil Compound",1245,3,"Grand Bassa",2,2014
"09069","Kotarr Town Palava Hut","Kotarr",280,1,"Grand Bassa",2,2014
"09070","S.d.a Mission School Building","S.d.a Mission",387,1,"Grand Bassa",2,2014
"09071","Tepenneh Town Palava Hut","Tepenneh",425,1,"Grand Bassa",2,2014
"09072","Teekpor School Building","Teekpor",285,1,"Grand Bassa",2,2014
"09073","Zahn Town Palava Hut","Zahn",609,2,"Grand Bassa",2,2014
"09074","Palapolu Town Palava Hut","Palapolu",301,1,"Grand Bassa",2,2014
"09075","Daniel Town Palava Hut","Daniel",266,1,"Grand Bassa",2,2014
"09078","Molon Town Palava Hut","Molon",520,2,"Grand Bassa",2,2014
"09103","Senyah Town Palava Hut","Senyah",1017,3,"Grand Bassa",2,2014
"09104","Karngbopue Town Palava Hut","Karngbopue",464,1,"Grand Bassa",2,2014
"09136","Passing Village Palava Hut","Passing Village",347,1,"Grand Bassa",2,2014
"09137","Zekar Palava Hut","Zekar",187,1,"Grand Bassa",2,2014
"09138","Fortsville School Building","Fortsville",1071,3,"Grand Bassa",2,2014
"09139","Frazier Town Palava Hut","Frazier",643,2,"Grand Bassa",2,2014
"09140","Waka Town Palava Hut","Waka",1063,3,"Grand Bassa",2,2014
"09143","Rev. Gardiner School","Picker Town",465,1,"Grand Bassa",2,2014
"09144","Keliby Palava Hut","Keliby Town",295,1,"Grand Bassa",2,2014
"09145","Joseph M.n Gbadyu School","Taye Town",674,2,"Grand Bassa",2,2014
"09146","James Henry's Town Palava Hut","James Henry",812,2,"Grand Bassa",2,2014
"09147","Barduah School Building","Barduah",546,2,"Grand Bassa",2,2014
"09148","Blagbahn Palava Hut","Blagbahn",466,1,"Grand Bassa",2,2014
"09149","Moncray Town Palava Hut","Moncray",740,2,"Grand Bassa",2,2014
"09150","Wheigo Town Palava Hut","Wheigo",647,2,"Grand Bassa",2,2014
"09164","Gaye Gbokone Town Palava Hut","Gonnigar",382,1,"Grand Bassa",2,2014
"09165","Zammie Town Palava Hut","Zammie",476,1,"Grand Bassa",2,2014
"09166","Zegar Town Palava Hut","Zegar",357,1,"Grand Bassa",2,2014
"09167","Tutu Town School Building","Tutu",396,1,"Grand Bassa",2,2014
"09170","Noway Town School Building","Noway",168,1,"Grand Bassa",2,2014
"09171","Bowine Town School Building","Bowine",183,1,"Grand Bassa",2,2014
"09172","Juah Town School Building","Juah",718,2,"Grand Bassa",2,2014
"09173","Dennis Town Palava Hut","Dennis",197,1,"Grand Bassa",2,2014
"09123","Christian High School","Central Buchanan",1067,3,"Grand Bassa",3,2014
"09124","Parish Day School","Preston/roberts Streets",1666,4,"Grand Bassa",3,2014
"09125","Pillar Of Fire School","Otis Spot Community",1320,3,"Grand Bassa",3,2014
"09126","Korduah Community Hall","Sugar Cane Farm",1087,3,"Grand Bassa",3,2014
"09127","Bassa High School","Tinway Town Community",2877,6,"Grand Bassa",3,2014
"09128","County Administrative Building","Dirt Hole Community",1986,4,"Grand Bassa",3,2014
"09129","Biafra Community Hall","Sayepue Community",2544,6,"Grand Bassa",3,2014
"09130","W.p.l Brumskine Methodist School","Old Field Community",1409,3,"Grand Bassa",3,2014
"09131","Moore's Town Community Palava Hut","Moore's Town Community",756,2,"Grand Bassa",3,2014
"09132","Gorzohn Community Hall","Gorzohn Community",2291,5,"Grand Bassa",3,2014
"09133","Unification Pavillion","Fair Ground",2589,6,"Grand Bassa",3,2014
"09134","P.c.s Christian Elem. School","Corn Farm Community",2256,5,"Grand Bassa",3,2014
"09135","Upper Buchanan Clinic","Upper Buchanan Community",210,1,"Grand Bassa",3,2014
"09152","Own Your Own Palava Hut","Own Your Own",397,1,"Grand Bassa",3,2014
"09153","James Travis Elem. School","Pearchzohn",1758,4,"Grand Bassa",3,2014
"09155","Watco Camp Palava Hut","Watco Camp",2121,5,"Grand Bassa",3,2014
"09158","A.c.f.i. School Building","Gonnigar",2307,5,"Grand Bassa",3,2014
"09159","Four Houses Community School Building","Four Houses Community",423,1,"Grand Bassa",3,2014
"09174","Sahnwein Town School Building","Sahnwein",465,1,"Grand Bassa",3,2014
"09176","Central Paynesberry School Building","Paynesberry",156,1,"Grand Bassa",3,2014
"09015","Barseegiah School Building","Barseegiah",657,2,"Grand Bassa",4,2014
"09016","Manawon Town Palava Hut","Manawon",635,2,"Grand Bassa",4,2014
"09017","Isaac Anjuah Town Palava Hut","Isaac Anjuah",601,2,"Grand Bassa",4,2014
"09018","Timbo Town Palava Hut","Timbo Giah",477,1,"Grand Bassa",4,2014
"09019","Kporkon Town Palava Hut","Kporkon",879,2,"Grand Bassa",4,2014
"09020","Borbor Town Palava Hut","Borbor",526,2,"Grand Bassa",4,2014
"09021","Frank Diggs Town Palava Hut","Frank Diggs",764,2,"Grand Bassa",4,2014
"09026","Sam Town Palava Hut","Sam",561,2,"Grand Bassa",4,2014
"09027","Boe Juah Town Palava Hut","Boe Juah Town",233,1,"Grand Bassa",4,2014
"09028","Zuagar Town Palava Hut","Zuagar",516,2,"Grand Bassa",4,2014
"09029","Gardee Town Palava Hut","Gardee",1337,3,"Grand Bassa",4,2014
"09030","Civil Compound # 3 Administrative Building","Civil Compound",2547,6,"Grand Bassa",4,2014
"09037","Desoe Town Palava Hut","Desoe",712,2,"Grand Bassa",4,2014
"09038","Taylue Town Palava Hut","Taylue",591,2,"Grand Bassa",4,2014
"09039","Kennedy Town Palava Hut","Kennedy",1075,3,"Grand Bassa",4,2014
"09049","Charles Johnson Town Palava Hut","Charles Johnson",875,2,"Grand Bassa",4,2014
"09050","Sawthrow Town Palava Hut","Sawthrow",473,1,"Grand Bassa",4,2014
"09051","Gaypuhole Town Palava Hut","Gaypuhole",487,1,"Grand Bassa",4,2014
"09084","Sue Town Palava Hut","Sue",914,2,"Grand Bassa",4,2014
"09085","Klehn Town Palava Hut","Klehn",793,2,"Grand Bassa",4,2014
"09086","Voe Town Palava Hut","Voe",627,2,"Grand Bassa",4,2014
"09094","Farnk Diggs Town Palava Hut","Farnk Diggs",949,2,"Grand Bassa",4,2014
"09095","Pay-u-way Town Palava Hut","Pay-u-way",149,1,"Grand Bassa",4,2014
"09096","Saynwrane Town Palava Hut","Saynwrane",258,1,"Grand Bassa",4,2014
"09097","James Zayway Town Palava Hut","James Zayway",569,2,"Grand Bassa",4,2014
"09110","Bear-bear Camp Palava Hut","Bear -bear Camp",922,2,"Grand Bassa",4,2014
"09111","Boeglay Town Palava Hut","Boeglay",550,2,"Grand Bassa",4,2014
"09112","Estate 2 Bongolo Palava Hut","Estate 2 Bongolo",506,2,"Grand Bassa",4,2014
"09113","Gorzohn Old Camp Palava Hut","Gorzohn Old Camp",1695,4,"Grand Bassa",4,2014
"09114","Dirt Hole Camp Palava Hut","Dirt Hole Camp",1207,3,"Grand Bassa",4,2014
"09115","Lac-head Office Palava Hut","Lac",2784,6,"Grand Bassa",4,2014
"03010","Beh Town Hall","Beh Town",963,2,"Bomi",2,2014
"03011","Sass Town Public School","Sass Town",1564,4,"Bomi",2,2014
"03012","Barmon Palava Hut","Barmon Town",1327,3,"Bomi",2,2014
"03013","Golodee Gayla Town Hall","Golodee Gayla Town",970,2,"Bomi",2,2014
"03014","Gbargbah Palava Hut","Gbargbah",1090,3,"Bomi",2,2014
"03025","Gbaigbon Town Hall","Gbaigbon",474,1,"Bomi",2,2014
"03026","Goghen Palava Hut","Gogehn",631,2,"Bomi",2,2014
"03027","Jawajeh Palava Hut","Jawajeh",641,2,"Bomi",2,2014
"03028","Gohnzipo Town Hall","Gohnzipo",671,2,"Bomi",2,2014
"03029","Golodee Lassana Public School","Golodee",906,2,"Bomi",2,2014
"03031","Guie Town Hall","Guie",1014,3,"Bomi",2,2014
"03032","Managbokai Palava Hut","Managbokai",400,1,"Bomi",2,2014
"03033","Domagbamatina Palava Hut","Domagbamatina",384,1,"Bomi",2,2014
"03035","Fefehtown Public School","Fefehtown",678,2,"Bomi",2,2014
"03036","Geveh Fahnsee Palava Hut","Geveh Fahnsee",256,1,"Bomi",2,2014
"03037","Kowadee Palava Hut","Kowadee",124,1,"Bomi",2,2014
"03039","Gbakendu Palava Hut","Gbakendu",191,1,"Bomi",2,2014
"03040","Malema Town Hall","Malema",1185,3,"Bomi",2,2014
"03041","Manjama Palava Hut","Manjama",243,1,"Bomi",2,2014
"03043","Klay Town Hall","Klay Town",2090,5,"Bomi",2,2014
"03044","Government Farm Klay Palava Hut","Government Farm Klay",458,1,"Bomi",2,2014
"03045","Vortor Town Palava Hut","Vortor",387,1,"Bomi",2,2014
"03048","Beajojo’s Clinic","Beajojo’s Clinic",637,2,"Bomi",2,2014
"03051","Zordee Palava Hut","Zordee",591,2,"Bomi",2,2014
"03052","Monnoh Town Hall","Monnoh Town",461,1,"Bomi",2,2014
"09007","Libinc Old Camp Palava Hut","Libinc Old Camp",1260,3,"Grand Bassa",5,2014
"09008","Debbah Town Palava Hut","Debbah",682,2,"Grand Bassa",5,2014
"09009","Behn Town Palava Hut","Behn",1702,4,"Grand Bassa",5,2014
"09013","Zondo Town School Building","Zondo",1134,3,"Grand Bassa",5,2014
"09014","Zardo-gbone Town Palava Hut","Zardo-gbone",925,2,"Grand Bassa",5,2014
"09022","Trodain Town Palava Hut","Trodain",349,1,"Grand Bassa",5,2014
"09023","Korkor David Town Palava Hut","Korkor David",692,2,"Grand Bassa",5,2014
"09024","Seeko Camp Palava Hut","Seeko Camp",432,1,"Grand Bassa",5,2014
"09033","Bannie Town Palava Hut","Bannie Glaygbo",292,1,"Grand Bassa",5,2014
"09034","Boe-wee Palava Hut","Boe-wee",337,1,"Grand Bassa",5,2014
"09044","Sendeh-pie-kon Town Palava Hut","Sendeh-pie-kon",283,1,"Grand Bassa",5,2014
"09045","Gio Town School Buliding","Gio",1563,4,"Grand Bassa",5,2014
"09046","Geebeor Town Palava Hut","Geebeor",867,2,"Grand Bassa",5,2014
"09047","Gboinyee Tarr Town Palava Hut","Gboinyee",572,2,"Grand Bassa",5,2014
"09048","Paye Town Palava Hut","Paye",909,2,"Grand Bassa",5,2014
"09052","Benzohn Town Palava Hut","Benzohn",857,2,"Grand Bassa",5,2014
"09076","Mentee Town Palava Hut","Mentee",308,1,"Grand Bassa",5,2014
"09077","Gbeeyah Town Palava Hut","Gbeeyah",907,2,"Grand Bassa",5,2014
"09098","Bor's Town Palava Hut","Bor's",939,2,"Grand Bassa",5,2014
"09099","Sekepo/kru Town Palava Hut","Sekepo /kru",743,2,"Grand Bassa",5,2014
"09105","Nyornbern Town Palava Hut","Nyornbern",1233,3,"Grand Bassa",5,2014
"09106","Gargar Town Palava Hut","Gargar",225,1,"Grand Bassa",5,2014
"09107","Food Crops Camp Palava Hut","Food Crops Camp",852,2,"Grand Bassa",5,2014
"09108","Feetuah Town Palava Hut","Feetuah",715,2,"Grand Bassa",5,2014
"09109","Dayougar Town Palava Hut","Boe Town/dayougar",374,1,"Grand Bassa",5,2014
"09120","Compound # 4 Palava Hut","Compound",683,2,"Grand Bassa",5,2014
"09121","Qwrakpo Palava Hut","Qwrakpo",637,2,"Grand Bassa",5,2014
"09141","Daybay Town Palava Hut","Daybay",863,2,"Grand Bassa",5,2014
"09142","Kay Kay Town Palava Hut","Kay Kay",338,1,"Grand Bassa",5,2014
"09151","Big Joe Town Administrative Building","Big Joe",636,2,"Grand Bassa",5,2014
"09154","Diawhen Town Palava Hut","Diawhen",474,1,"Grand Bassa",5,2014
"09156","Old Lady Market Palava Hut","Old Lady Market",606,2,"Grand Bassa",5,2014
"09157","Yarweah Village Palava Hut","Yarwea Village",432,1,"Grand Bassa",5,2014
"12002","Largor Public School","Largor",674,2,"Grand Cape Mount",1,2014
"12005","Fornor Town Hall","Fornor",503,2,"Grand Cape Mount",1,2014
"12006","Kawelahun Town Hall","Kawelahun",788,2,"Grand Cape Mount",1,2014
"12007","Kongo Town Hall","Kongo",1408,3,"Grand Cape Mount",1,2014
"12013","Keita Town Hall","Keita",273,1,"Grand Cape Mount",1,2014
"12014","Behgondor Public School","Behgondor",835,2,"Grand Cape Mount",1,2014
"12015","Gold Camp Public School","Gold Camp (a)",1061,3,"Grand Cape Mount",1,2014
"12016","Bamballa Public School","Bamballa Town (a)",2171,5,"Grand Cape Mount",1,2014
"12017","Laah Town Hall","Laah Town",552,2,"Grand Cape Mount",1,2014
"12020","Jenne Mana Public School","Jenne Mana",540,2,"Grand Cape Mount",1,2014
"12021","Small Benduma Town Hall","Small Benduma",460,1,"Grand Cape Mount",1,2014
"12022","Butter Hill Public School","Butter Hill",576,2,"Grand Cape Mount",1,2014
"12023","Bombor Old Town Hall","Bombor Old Town",577,2,"Grand Cape Mount",1,2014
"12035","Weajue Public School","Weajue",1491,3,"Grand Cape Mount",1,2014
"12036","Managorduah Town Hall","Managorduah(a)",571,2,"Grand Cape Mount",1,2014
"12037","Varguaye Public School","Varguaye",425,1,"Grand Cape Mount",1,2014
"12042","Camp Israel School Building","Camp Israel",271,1,"Grand Cape Mount",1,2014
"12043","Fulah Camp Town Hall","Fulah Camp",293,1,"Grand Cape Mount",1,2014
"12044","Marbon Wanga Town Hall","Marbon Wanga",345,1,"Grand Cape Mount",1,2014
"12045","Mecca Public School","Mecca",726,2,"Grand Cape Mount",1,2014
"12051","Varkianway I Town Hall","Varkianway I",797,2,"Grand Cape Mount",1,2014
"12055","Tahn Town Public School","Tahn Town",1088,3,"Grand Cape Mount",1,2014
"12056","Lofa Bridge Public School","Lofa Bridge",1707,4,"Grand Cape Mount",1,2014
"12057","Marbon Dorley Town Public School","Marbon Dorley Town",318,1,"Grand Cape Mount",1,2014
"12012","Kpeneji Town Hall","Kpeneji I",976,2,"Grand Cape Mount",2,2014
"12018","King Jor Town Hall","King Jor",549,2,"Grand Cape Mount",2,2014
"12019","Jenne Brown Public School","Jenne Brown (a)",1161,3,"Grand Cape Mount",2,2014
"12025","Vonzula Public School","Vonzula",1279,3,"Grand Cape Mount",2,2014
