election_county,precinct,polling_place,address,election_year,election_round,senate_district,house_district,pres_valid_votes,pres_invalid_votes,pres_total_votes,senate_valid_votes,senate_invalid_votes,senate_total_votes,house_valid_votes,house_invalid_votes,house_total_votes,candidate,cand_votes,cand_party,cand_race,registered_voters
Margibi,24001 ,2,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",283,25,308,536,19,555,277,29,306,"SHERIFF, Tejan Cheik",12,NRP,House,484
Margibi,24001 ,2,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",283,25,308,536,19,555,277,29,306,"SONII, Dao Ansu",57,COTOL,House,484
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"BARNES, Milton Nathaniel",2,LDP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"BRUMSKINE, Charles Walker",16,LP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"CONNEH, Sekou Damate",1,PRODEM,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"DIVINE, SR., Samuel Raymond",1,Ind,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"FARHAT, David M.",2,FDP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"JALLAH, Armah Zolu",1,NPL,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"JOHNSON-SIRLEAF, Ellen",60,UP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"KIADII, George Momodu",0,NATVIPOL,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"KIEH, JR., George Klay",6,NDM,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"KORTO, Joseph D. Z.",3,LERP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"KPOTO, Robert Momo",0,ULD,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"KROMAH, Alhaji G. V.",0,ALCOP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"MASSAQUOI, Roland Chris Yarkpah",4,NPP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"MORLU, John Sembe",2,UDA,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"REEVES, Alfred Garpee",4,NRP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"SHERMAN, Harry Varney Gboto-Nambi",17,COTOL,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"TIPOTEH, Togba-Nah",3,APD,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"TOR-THOMPSON, Margaret J.",3,FAPL,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"TUBMAN, William Vacanarat Shadrach",69,RULP,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"TUBMAN, Winston A.",23,NDPL,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"WEAH, George Manneh",46,CDC,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"WOAH-TEE, Joseph Mamadee",3,LPL,Presidential,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"BENNIE, Charles D.",21,RULP,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"BOWIER, Joseph Jensen",11,UP,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"DAVIS, Bestus Peter",10,NPP,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"DENNIS, William E.",66,UP,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"FAHN, Sampson Bedell",14,NPP,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"GARNEO, Abraham B.Y. Jusu",9,APD,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"GARWON, A. Sylvester",21,CDC,Senate,434
Margibi,24001 ,3,"Lakayta Health Centre, Lakayta Tow nship, Margibi ",2005,1,Margibi,"Margibi, Electoral District 1",266,2,268,474,2,476,260,8,268,"JAH, Clarice Alpha",59,LP,Senate,434
